N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
54.34,24.36,14.25,6.54,2.58,31.58,58.53,895.84,56.32,Non-Calcic Brown,Dry,0,Kurakkan,2.321
83.24,52.48,146.68,5.02,1.39,34.55,65.89,1365.16,91.12,Non-Calcic Brown,Dry,1,Paddy (Samba),6.094
78.15,78.39,241.53,5.76,2.04,30.92,55.68,1330.11,66.38,Latosols,Dry,1,Maize,11.288
127.23,6.17,163.26,5.84,1.44,29.75,67.96,1423.47,21.89,Red Básico,Dry,0,Chilli,2.434
75.71,37.97,114.34,5.73,3.07,31.59,54.61,969.69,19.45,Non-Calcic Brown,Dry,0,Kurakkan,1.712
56.37,13.9,144.74,8.06,3.93,33.06,68.21,1251.19,143.43,Latosols,Dry,1,Maize,7.943
145.38,17.01,197.89,8.43,1.8,30.55,62.65,991.6,100.92,Alluvial,Dry,0,Kurakkan,1.415
70.26,35.71,96.81,8.15,2.08,31.48,64.61,828.85,14.57,Red Básico,Dry,1,Paddy (Nadu),5.845
139.84,44.07,124.46,6.52,2.46,34.78,70.74,1118.83,292.52,Latosols,Dry,1,Maize,7.063
10.3,33.52,205.54,5.52,3.6,29.1,64.99,1319.06,17.27,Alluvial,Dry,1,Paddy (Samba),6.304
80.37,41.89,47.09,5.11,2.94,31.29,71.19,1464.28,99.91,Red Básico,Dry,1,Maize,6.044
87.54,33.71,43.53,6.82,1.58,33.56,55.93,1349.64,86.6,Latosols,Dry,0,Chilli,3.266
35.08,12.74,17.76,5.85,3.83,31.68,72.79,1481.82,48.51,Alluvial,Dry,0,Chilli,3.605
56.98,29.39,231.23,5.76,3.85,32.27,61.85,863.75,58.11,Non-Calcic Brown,Dry,0,Kurakkan,2.84
72.15,61.63,188.95,5.05,3.88,32.32,57.61,1083.61,204.75,Latosols,Dry,0,Green Gram,2.057
89.68,33.68,233.97,5.83,3.53,31.21,59.81,1488.55,108.69,Non-Calcic Brown,Dry,0,Chilli,4.869
137.24,21.13,55.13,4.65,1.3,30.96,56.48,1256.04,20.93,Non-Calcic Brown,Dry,1,Maize,8.294
19.97,64.9,64.61,7.21,2.37,30.47,73.12,900.14,31.2,Non-Calcic Brown,Dry,0,Kurakkan,2.837
56.07,12.12,249.23,5.06,3.85,28.26,54.89,999.59,3.35,Latosols,Dry,1,Paddy (Samba),8.59
118.0,5.16,222.74,5.07,2.49,32.11,62.06,1047.48,179.2,Red Básico,Dry,1,Maize,7.068
130.79,43.18,111.15,5.57,3.69,32.95,52.13,1305.7,66.0,Latosols,Dry,1,Maize,5.818
50.78,32.93,195.22,6.6,1.27,30.88,73.68,1167.98,178.56,Alluvial,Dry,1,Paddy (Samba),6.462
28.0,57.31,129.03,3.92,3.86,33.06,66.66,1305.41,40.42,Alluvial,Dry,0,Maize,5.314
28.82,66.06,153.5,8.26,3.13,34.0,61.23,873.13,86.13,Red Básico,Dry,0,Kurakkan,1.541
34.53,56.8,211.48,6.06,1.77,32.86,57.11,838.84,245.77,Non-Calcic Brown,Dry,0,Kurakkan,1.703
43.99,29.28,241.67,8.09,1.01,29.34,54.95,1433.1,7.74,Latosols,Dry,0,Chilli,3.536
10.37,72.04,221.54,5.29,3.77,29.36,73.66,1073.5,73.99,Latosols,Dry,1,Paddy (Samba),7.849
25.14,23.87,71.63,7.19,2.12,34.92,64.98,1042.45,281.14,Red Básico,Dry,1,Maize,5.994
86.69,60.75,58.15,4.09,1.04,34.38,51.14,1057.78,90.07,Latosols,Dry,0,Maize,8.108
103.91,40.2,89.96,7.85,1.06,33.5,52.91,885.09,61.34,Non-Calcic Brown,Dry,0,Kurakkan,1.883
126.93,29.53,124.57,8.22,1.8,33.84,51.57,1046.14,186.77,Latosols,Dry,1,Paddy (Nadu),5.718
95.36,13.29,158.79,4.68,3.39,30.08,50.26,1389.38,190.94,Latosols,Dry,0,Maize,7.657
60.55,68.92,140.67,7.17,2.05,5.0,55.7,1267.86,95.21,Red Básico,Dry,0,Green Gram,1.511
77.4,8.33,205.3,8.45,1.85,30.68,59.51,1019.39,5.56,Non-Calcic Brown,Dry,1,Maize,10.167
133.37,36.59,210.69,6.57,2.36,33.13,61.22,988.45,264.94,Alluvial,Dry,0,Kurakkan,2.038
50.72,24.99,191.82,5.01,2.78,28.69,57.63,1091.14,277.66,Alluvial,Dry,0,Maize,5.772
86.09,68.04,221.43,4.55,2.02,31.21,110.0,1287.9,97.17,Alluvial,Dry,0,Green Gram,2.53
81.01,65.3,179.57,5.53,3.13,30.63,67.73,898.74,256.37,Latosols,Dry,1,Paddy (Samba),8.306
112.76,17.99,74.99,7.86,2.34,34.63,51.47,1124.71,218.78,Alluvial,Dry,0,Green Gram,1.773
149.54,33.14,151.76,7.82,3.85,34.89,66.53,1189.87,99.83,Red Básico,Dry,0,Green Gram,1.946
103.83,59.96,148.91,5.91,3.54,34.09,60.75,1205.26,192.47,Red Básico,Dry,1,Maize,8.956
60.59,51.95,12.49,8.36,2.58,29.21,64.84,808.6,266.02,Alluvial,Dry,0,Kurakkan,2.206
98.89,69.22,125.2,4.82,2.28,5.0,56.03,823.28,46.37,Red Básico,Dry,0,Kurakkan,3.442
51.41,10.03,224.45,7.05,2.01,32.2,61.1,1045.03,19.3,Red Básico,Dry,1,Paddy (Samba),5.345
135.74,64.48,138.9,5.78,2.77,31.58,74.2,1439.67,254.15,Alluvial,Dry,1,Paddy (Nadu),8.722
38.75,24.82,227.94,8.1,1.79,34.72,72.15,1030.4,254.28,Red Básico,Dry,1,Paddy (Samba),8.211
32.39,25.83,85.8,6.86,3.43,28.17,68.27,1227.29,298.02,Alluvial,Dry,1,Paddy (Nadu),5.96
39.55,10.57,75.78,6.75,1.16,31.09,50.81,1269.78,175.87,Red Básico,Dry,1,Paddy (Nadu),7.225
25.97,31.08,191.9,6.66,1.34,29.45,65.79,1356.95,95.33,Non-Calcic Brown,Dry,0,Green Gram,2.058
87.48,32.17,94.44,7.93,3.26,29.73,65.3,1362.17,113.07,Non-Calcic Brown,Dry,1,Paddy (Samba),6.012
109.98,57.71,155.44,6.2,1.22,31.88,62.96,1392.66,181.15,Red Básico,Dry,1,Maize,6.094
84.91,64.81,150.97,5.28,3.33,32.32,69.4,806.38,195.18,Red Básico,Dry,0,Kurakkan,3.159
89.78,17.57,210.25,8.32,2.95,33.44,50.98,1059.99,108.97,Non-Calcic Brown,Dry,0,Maize,8.73
75.6,79.19,222.75,5.34,1.87,28.67,73.61,1068.04,176.85,Alluvial,Dry,0,Cashew,1.304
106.99,20.0,243.45,5.44,2.23,34.18,58.56,1469.59,31.67,Alluvial,Dry,1,Maize,9.25
79.54,34.52,123.4,7.51,3.87,29.36,71.37,1259.3,75.8,Non-Calcic Brown,Dry,0,Cashew,1.062
143.2,47.6,45.5,8.2,3.55,33.81,57.04,1048.81,252.27,Red Básico,Dry,0,Chilli,4.524
105.46,45.58,240.38,4.36,3.64,31.43,55.14,1119.27,226.71,Latosols,Dry,0,Chilli,4.147
36.16,48.24,172.94,4.37,1.57,33.21,60.28,1169.64,80.64,Latosols,Dry,0,Maize,5.289
28.11,43.33,42.65,2.0,1.8,34.68,58.29,1138.35,54.45,Non-Calcic Brown,Dry,0,Green Gram,1.698
69.48,26.67,47.19,7.38,2.41,31.97,63.99,1353.84,107.49,Red Básico,Dry,0,Maize,5.164
66.13,37.31,19.07,5.94,2.64,32.94,57.31,1276.15,99.09,Alluvial,Dry,1,Maize,5.009
147.28,29.32,62.76,5.36,3.49,33.9,60.1,1253.72,4.85,Non-Calcic Brown,Dry,0,Green Gram,1.662
51.48,36.14,200.83,5.24,2.88,29.79,51.97,862.47,127.85,Non-Calcic Brown,Dry,1,Paddy (Nadu),5.969
63.55,35.84,169.81,7.49,3.27,31.72,65.93,1278.08,264.4,Non-Calcic Brown,Dry,1,Paddy (Samba),6.41
79.33,25.64,121.05,7.44,2.88,33.02,65.97,1417.03,116.3,Non-Calcic Brown,Dry,1,Paddy (Nadu),7.138
113.35,57.96,246.66,6.25,1.3,34.27,72.26,1406.36,81.0,Latosols,Dry,1,Paddy (Nadu),9.634
21.94,23.35,214.55,6.54,3.05,32.75,74.8,1334.8,103.62,Alluvial,Dry,0,Green Gram,2.532
118.99,9.23,133.64,4.19,3.75,29.11,66.55,917.33,165.13,Non-Calcic Brown,Dry,0,Kurakkan,1.179
97.99,17.95,68.37,6.0,1.98,28.85,58.18,954.9,65.42,Latosols,Dry,1,Paddy (Samba),4.307
62.07,7.12,38.58,4.61,1.53,30.57,62.91,1181.67,28.43,Alluvial,Dry,1,Maize,7.647
97.87,75.14,78.27,5.49,2.64,33.11,63.57,1009.05,130.01,Latosols,Dry,0,Maize,6.31
88.22,9.35,175.58,4.05,2.3,29.36,56.89,1324.99,114.51,Latosols,Dry,0,Cashew,0.73
144.6,37.02,130.61,4.49,3.38,28.7,62.68,1077.62,298.75,Alluvial,Dry,1,Maize,10.111
67.51,70.76,134.24,5.37,1.68,34.7,61.96,907.7,161.28,Non-Calcic Brown,Dry,0,Kurakkan,2.044
48.01,7.92,212.71,7.86,3.66,30.98,59.88,1410.31,100.02,Red Básico,Dry,0,Green Gram,2.125
17.84,42.98,218.37,4.8,2.84,30.82,56.1,1335.26,251.65,Alluvial,Dry,0,Chilli,3.233
88.91,65.88,187.9,6.43,1.74,34.71,71.18,1247.12,162.02,Alluvial,Dry,0,Chilli,4.668
72.18,52.58,207.78,5.81,2.61,31.33,58.08,1009.59,78.12,Alluvial,Dry,0,Green Gram,2.139
61.97,57.88,99.31,4.96,1.42,31.63,60.18,1449.35,299.65,Non-Calcic Brown,Dry,1,Paddy (Nadu),6.655
19.3,46.39,30.71,3.91,1.13,29.38,67.12,1258.37,279.73,Alluvial,Dry,0,Chilli,3.952
19.31,76.48,74.05,5.6,3.66,29.84,66.95,1297.19,106.01,Alluvial,Dry,0,Chilli,2.643
35.13,14.34,229.15,4.46,1.19,33.72,60.85,1010.27,24.88,Non-Calcic Brown,Dry,1,Paddy (Samba),5.583
54.39,45.46,174.28,5.78,3.14,31.03,74.23,1249.31,41.29,Alluvial,Dry,1,Paddy (Nadu),7.574
81.78,27.93,117.6,4.68,3.8,29.64,67.6,983.66,53.16,Red Básico,Dry,1,Paddy (Nadu),7.537
44.37,53.87,208.9,5.96,2.71,30.37,61.18,1199.99,197.74,Alluvial,Dry,1,Paddy (Nadu),7.597
77.02,35.46,218.92,3.95,1.69,33.07,74.93,824.89,261.79,Latosols,Dry,0,Kurakkan,1.371
145.79,52.58,192.19,4.19,3.7,33.5,71.43,1189.11,69.79,Red Básico,Dry,0,Chilli,4.066
15.2,15.56,229.74,5.96,1.64,33.37,58.86,1426.9,285.44,Non-Calcic Brown,Dry,1,Paddy (Nadu),6.37
56.0,13.09,234.09,5.17,1.79,33.0,69.27,1068.77,42.84,Non-Calcic Brown,Dry,0,Green Gram,1.991
64.26,48.22,208.7,4.69,3.66,33.11,59.43,944.95,2.42,Latosols,Dry,0,Kurakkan,1.636
139.88,12.08,95.85,7.13,2.13,31.11,67.21,1263.1,261.47,Latosols,Dry,1,Paddy (Samba),7.085
112.28,8.48,139.67,5.99,3.24,32.81,54.97,1024.31,256.39,Alluvial,Dry,1,Maize,10.788
69.26,63.04,243.1,5.49,3.66,30.2,74.22,1137.34,201.64,Latosols,Dry,1,Paddy (Samba),9.182
102.54,54.61,212.74,7.33,1.43,28.34,60.45,1410.59,167.94,Non-Calcic Brown,Dry,1,Paddy (Samba),5.784
72.93,23.13,5.35,6.43,3.05,29.3,58.44,1048.72,149.78,Red Básico,Dry,0,Green Gram,1.598
131.12,37.27,147.42,7.36,1.22,34.63,55.66,1004.21,38.74,Latosols,Dry,0,Chilli,4.646
119.88,74.71,190.37,4.04,3.46,28.1,57.03,1048.59,78.69,Red Básico,Dry,1,Maize,11.128
32.44,20.8,74.31,6.19,2.8,29.02,64.59,897.84,295.5,Red Básico,Dry,0,Kurakkan,2.851
44.5,15.74,141.7,4.67,1.14,30.34,73.35,1065.39,63.9,Non-Calcic Brown,Dry,1,Maize,7.044
91.97,31.11,166.06,3.87,1.65,31.1,64.37,1283.57,53.03,Alluvial,Dry,1,Maize,5.213
98.54,49.47,34.58,5.33,1.44,31.69,71.61,992.68,182.2,Latosols,Dry,0,Kurakkan,2.741
36.03,27.7,124.08,5.78,2.92,30.12,57.42,1348.09,168.83,Alluvial,Dry,0,Chilli,2.529
106.34,57.86,83.65,6.51,3.07,31.09,63.05,1162.73,161.83,Alluvial,Dry,1,Paddy (Mawel),7.4
44.62,22.36,237.73,3.93,3.23,30.51,55.1,935.05,56.12,Latosols,Dry,0,Kurakkan,2.289
101.53,37.85,195.11,7.18,2.19,33.64,72.14,1245.7,203.54,Red Básico,Dry,1,Maize,5.544
85.45,54.73,186.41,5.87,2.78,34.91,60.27,1420.85,111.48,Non-Calcic Brown,Dry,0,Green Gram,2.573
110.89,36.64,212.1,7.07,2.76,29.28,73.63,900.22,296.04,Latosols,Dry,0,Kurakkan,1.562
115.23,61.37,86.02,3.87,2.92,28.5,59.77,1300.97,229.82,Non-Calcic Brown,Dry,0,Green Gram,2.343
134.5,62.85,105.82,4.66,3.96,33.31,58.68,1221.0,56.11,Non-Calcic Brown,Dry,1,Paddy (Nadu),9.115
111.24,7.18,10.66,6.23,3.7,31.82,63.56,952.91,111.33,Alluvial,Dry,1,Paddy (Mawel),4.731
45.16,73.66,213.87,6.53,2.06,34.7,59.96,1355.14,294.72,Latosols,Dry,0,Chilli,3.223
134.75,49.53,202.45,5.81,2.07,30.18,63.08,1360.16,56.44,Non-Calcic Brown,Dry,0,Maize,6.735
110.02,35.18,51.06,6.34,2.36,33.18,52.18,1176.7,277.82,Alluvial,Dry,1,Paddy (Samba),7.619
44.49,34.61,172.41,7.99,2.94,33.32,58.46,922.39,67.25,Red Básico,Dry,0,Kurakkan,1.437
127.93,26.34,145.99,4.38,2.76,34.25,66.14,1151.53,62.87,Alluvial,Dry,0,Green Gram,2.245
13.18,74.83,173.13,3.96,2.82,31.69,52.86,975.23,265.13,Latosols,Dry,0,Kurakkan,2.109
74.11,14.57,111.01,4.4,3.81,32.03,56.23,845.98,171.55,Red Básico,Dry,0,Kurakkan,1.446
111.48,71.28,230.15,6.2,3.88,30.57,62.13,1332.58,60.33,Red Básico,Dry,1,Paddy (Nadu),7.279
149.6,47.45,15.88,7.54,2.64,33.98,64.5,1457.45,71.24,Non-Calcic Brown,Dry,1,Paddy (Samba),6.011
75.59,54.69,192.66,5.93,1.2,28.14,66.04,911.02,215.09,Red Básico,Dry,0,Kurakkan,2.614
103.79,40.24,99.01,4.36,2.18,29.57,54.51,994.83,270.47,Red Básico,Dry,0,Kurakkan,1.524
11.19,21.25,207.66,6.95,3.71,31.32,61.15,1190.7,20.85,Red Básico,Dry,0,Chilli,3.222
47.33,78.86,228.23,3.94,2.03,29.56,73.77,1249.53,62.13,Red Básico,Dry,0,Chilli,3.876
116.64,75.38,32.84,7.11,3.13,28.84,52.04,1445.78,206.53,Red Básico,Dry,0,Maize,7.198
51.8,16.92,16.6,4.72,2.48,34.78,57.88,1276.98,220.16,Latosols,Dry,0,Chilli,3.414
86.01,52.77,132.85,5.84,1.61,33.76,72.29,1349.49,168.88,Red Básico,Dry,0,Maize,9.494
130.5,12.32,63.91,5.71,2.62,34.54,71.96,1004.23,84.92,Non-Calcic Brown,Dry,0,Green Gram,2.075
116.02,48.96,196.77,7.31,1.7,31.76,57.22,995.28,221.62,Red Básico,Dry,0,Kurakkan,2.564
103.75,15.34,169.44,8.4,1.24,30.77,55.69,1194.95,186.66,Red Básico,Dry,1,Paddy (Samba),6.661
33.3,72.08,61.66,4.69,2.72,31.07,64.16,1051.24,71.38,Red Básico,Dry,0,Maize,8.262
85.35,73.95,137.38,7.12,1.99,32.3,68.06,1305.85,244.52,Red Básico,Dry,0,Maize,9.213
109.12,9.6,226.56,7.51,3.45,28.4,61.6,1062.03,182.74,Red Básico,Dry,0,Green Gram,1.989
148.85,26.55,175.84,6.61,3.76,28.65,72.56,984.46,85.3,Latosols,Dry,1,Maize,6.08
77.47,26.9,151.32,7.17,2.08,33.1,59.88,976.34,294.95,Red Básico,Dry,0,Kurakkan,1.565
52.72,49.0,229.13,5.31,3.44,30.74,66.27,1082.01,158.1,Red Básico,Dry,1,Maize,7.946
142.04,12.45,214.43,3.8,1.23,28.75,52.73,1464.93,138.45,Latosols,Dry,1,Paddy (Nadu),8.859
23.85,56.2,66.94,5.64,3.99,30.43,55.82,871.44,168.68,Non-Calcic Brown,Dry,1,Maize,5.853
35.27,61.26,55.09,7.03,1.94,30.47,72.13,1240.07,239.21,Alluvial,Dry,1,Maize,7.329
55.51,22.46,69.91,4.84,1.21,33.16,53.11,1099.34,159.05,Latosols,Dry,1,Paddy (Samba),5.029
63.36,58.92,221.55,3.82,2.46,29.33,61.08,955.04,230.47,Red Básico,Dry,0,Kurakkan,3.048
136.08,8.84,182.63,3.91,2.03,29.06,69.11,1196.87,227.28,Non-Calcic Brown,Dry,1,Paddy (Nadu),7.713
109.33,50.93,238.02,7.64,2.45,29.7,68.92,1493.51,251.08,Red Básico,Dry,0,Chilli,5.53
52.31,10.04,66.91,4.73,2.32,29.1,73.17,930.42,211.71,Alluvial,Dry,1,Paddy (Samba),4.847
141.94,79.8,74.13,6.5,3.55,30.93,63.47,1361.01,90.05,Latosols,Dry,0,Chilli,2.839
142.35,15.78,226.24,4.19,1.14,32.89,64.37,1232.22,53.86,Latosols,Dry,1,Paddy (Samba),7.13
110.7,37.94,197.77,8.14,1.06,30.53,50.36,1285.15,97.39,Latosols,Dry,1,Paddy (Nadu),7.265
43.29,37.17,34.92,5.95,3.75,30.94,55.05,861.8,46.4,Red Básico,Dry,0,Kurakkan,1.937
93.57,26.82,180.29,7.59,2.33,28.55,56.16,1424.66,19.19,Red Básico,Dry,0,Cashew,1.422
98.36,28.72,44.43,5.72,3.25,31.66,73.54,1187.22,276.34,Non-Calcic Brown,Dry,1,Paddy (Samba),5.716
78.75,11.86,44.15,5.6,1.16,30.29,59.2,1489.75,158.02,Non-Calcic Brown,Dry,0,Green Gram,1.402
35.47,29.3,17.07,8.27,2.01,31.28,64.45,1089.69,77.16,Non-Calcic Brown,Dry,1,Maize,5.955
14.27,6.56,101.9,8.22,1.98,32.17,55.39,1402.73,52.69,Red Básico,Dry,1,Paddy (Samba),5.781
51.67,38.1,81.97,5.56,1.7,32.54,73.17,1026.73,136.61,Latosols,Dry,1,Maize,8.411
138.38,42.53,138.64,7.72,3.58,30.64,72.52,1287.72,96.08,Non-Calcic Brown,Dry,0,Chilli,2.64
89.01,69.2,224.17,6.85,3.28,30.48,58.08,1328.05,236.33,Non-Calcic Brown,Dry,0,Chilli,2.999
145.3,32.23,20.24,8.02,3.05,29.19,64.65,1057.11,85.0,Non-Calcic Brown,Dry,1,Maize,4.994
83.8,7.99,207.33,6.13,2.52,33.21,57.37,1131.41,240.58,Latosols,Dry,0,Chilli,3.84
63.36,74.96,180.22,8.16,2.32,32.14,50.15,1043.27,10.51,Latosols,Dry,0,Maize,8.888
83.24,21.15,181.08,4.2,2.53,29.68,67.94,1180.06,264.16,Red Básico,Dry,0,Maize,6.801
144.72,27.54,216.05,8.19,3.05,28.12,70.54,1167.76,13.36,Red Básico,Dry,1,Paddy (Samba),5.476
140.46,15.89,76.52,5.23,2.32,33.61,67.5,1304.7,287.57,Latosols,Dry,1,Paddy (Nadu),7.644
69.77,7.97,241.42,6.75,1.21,30.34,65.38,1382.08,209.1,Alluvial,Dry,1,Paddy (Nadu),8.567
116.64,67.44,243.95,6.82,1.94,30.74,66.64,1080.43,242.84,Alluvial,Dry,1,Paddy (Mawel),6.773
12.33,61.37,63.41,3.81,1.41,31.28,70.81,1318.36,225.24,Alluvial,Dry,0,Maize,4.723
94.22,61.49,111.16,6.37,3.45,31.27,63.95,940.03,79.5,Alluvial,Dry,0,Kurakkan,1.289
89.44,45.76,148.28,4.49,2.24,29.98,10.0,1208.83,233.15,Alluvial,Dry,0,Chilli,3.022
32.65,7.26,184.5,4.97,1.13,5.0,54.78,1442.65,238.49,Latosols,Dry,0,Chilli,3.888
84.9,52.12,230.86,4.64,2.19,30.71,53.53,1188.83,116.18,Red Básico,Dry,0,Chilli,3.816
77.42,35.46,153.51,5.86,1.24,33.3,56.97,1182.79,258.77,Alluvial,Dry,0,Green Gram,1.615
123.28,11.65,99.69,10.0,2.29,32.9,71.7,904.08,90.46,Latosols,Dry,1,Maize,7.462
91.5,44.6,122.8,4.22,2.78,29.68,73.02,991.82,23.02,Alluvial,Dry,1,Paddy (Samba),6.981
44.49,50.14,37.05,6.54,1.89,34.51,53.46,1426.79,255.03,Red Básico,Dry,1,Paddy (Nadu),5.491
91.19,52.44,95.2,7.25,3.96,31.55,59.79,813.11,22.45,Alluvial,Dry,0,Kurakkan,2.636
137.99,41.81,114.78,8.37,1.24,29.66,74.72,1200.94,22.03,Latosols,Dry,0,Green Gram,2.291
105.54,11.4,158.49,5.12,2.71,31.8,66.21,1367.41,263.11,Latosols,Dry,1,Paddy (Samba),8.645
59.65,8.45,246.76,5.04,3.54,33.62,69.7,1240.55,209.03,Non-Calcic Brown,Dry,0,Green Gram,2.012
119.21,41.93,238.12,4.7,2.7,29.14,70.34,1248.51,104.84,Non-Calcic Brown,Dry,0,Chilli,3.371
14.01,73.99,110.53,4.76,2.37,29.24,66.33,1050.83,70.2,Alluvial,Dry,0,Green Gram,2.042
36.5,45.01,82.9,6.27,2.96,29.09,69.05,1347.01,236.92,Alluvial,Dry,0,Chilli,2.945
76.64,25.24,180.23,8.3,1.19,29.78,74.68,1017.49,88.67,Alluvial,Dry,0,Maize,8.38
108.15,60.28,167.25,6.37,2.4,29.85,64.82,1085.69,10.78,Latosols,Dry,1,Paddy (Samba),7.704
41.88,72.19,88.68,5.25,3.65,29.66,53.72,1105.07,12.58,Latosols,Dry,1,Paddy (Nadu),7.319
24.76,8.89,220.46,7.09,3.78,33.14,60.81,1427.99,49.93,Alluvial,Dry,1,Paddy (Samba),7.744
106.58,47.58,110.27,7.65,2.3,31.98,57.32,941.94,208.07,Red Básico,Dry,1,Paddy (Nadu),7.799
60.83,19.57,94.45,4.81,3.46,32.36,70.48,1493.14,13.29,Alluvial,Dry,1,Maize,7.66
65.98,20.7,171.64,5.51,1.28,28.7,59.2,1291.23,201.4,Red Básico,Dry,0,Green Gram,2.205
18.54,45.92,174.44,4.95,1.66,32.5,60.36,908.76,188.73,Non-Calcic Brown,Dry,0,Kurakkan,1.995
53.0,49.85,47.09,4.29,1.77,33.58,56.4,1037.25,66.73,Red Básico,Dry,0,Green Gram,2.027
112.66,43.86,7.82,6.23,1.66,32.45,55.18,1462.34,296.71,Non-Calcic Brown,Dry,1,Paddy (Samba),6.909
142.99,78.79,217.28,8.07,3.9,30.15,52.06,1060.37,257.1,Non-Calcic Brown,Dry,1,Paddy (Samba),8.856
28.63,75.56,188.87,3.81,2.12,29.73,72.74,1433.08,130.28,Latosols,Dry,1,Paddy (Nadu),6.05
148.7,71.14,188.65,6.33,2.19,34.81,65.71,1055.03,140.58,Latosols,Dry,0,Chilli,3.249
126.07,62.08,50.65,7.18,1.34,32.41,66.41,1301.36,254.57,Red Básico,Dry,0,Maize,9.486
56.77,46.01,30.09,6.82,1.84,30.28,55.4,862.72,234.56,Latosols,Dry,0,Kurakkan,1.546
23.14,76.12,138.07,5.24,3.2,29.45,60.1,1223.19,232.27,Red Básico,Dry,1,Paddy (Nadu),6.479
51.26,46.31,158.72,6.06,3.14,30.55,71.22,870.3,97.0,Non-Calcic Brown,Dry,0,Kurakkan,2.764
105.0,68.92,136.26,5.38,2.34,34.03,56.48,1031.6,222.99,Red Básico,Dry,0,Maize,8.154
57.19,61.97,113.78,7.47,2.06,33.68,67.83,854.23,160.65,Red Básico,Dry,1,Paddy (Nadu),5.185
57.4,64.59,198.54,8.28,1.59,34.19,65.65,1351.4,101.41,Alluvial,Dry,0,Maize,9.972
44.95,75.62,238.71,7.95,3.84,5.0,56.47,1268.38,218.15,Latosols,Dry,1,Paddy (Nadu),9.054
110.47,23.91,237.22,6.33,1.1,28.4,61.29,897.27,115.46,Alluvial,Dry,1,Paddy (Samba),7.539
45.92,73.71,127.5,6.95,1.73,31.51,67.13,973.38,211.28,Red Básico,Dry,0,Kurakkan,1.754
135.76,44.53,213.2,4.08,1.05,29.55,53.12,1475.81,144.06,Latosols,Dry,1,Paddy (Nadu),7.713
30.0,61.65,181.71,5.58,1.41,34.01,71.61,909.78,93.4,Red Básico,Dry,0,Kurakkan,1.221
12.1,43.12,131.45,5.04,3.96,28.73,64.64,1427.51,280.34,Non-Calcic Brown,Dry,0,Chilli,3.057
45.87,67.68,153.89,8.41,3.89,31.96,50.64,1447.75,212.46,Red Básico,Dry,1,Paddy (Nadu),7.684
98.21,68.24,225.08,5.91,3.75,28.28,68.37,1196.89,76.01,Alluvial,Dry,1,Paddy (Samba),6.721
90.8,24.87,167.03,6.66,1.67,29.65,51.71,918.63,269.14,Red Básico,Dry,1,Maize,7.975
63.72,45.45,98.13,5.49,2.5,34.8,55.78,1098.05,53.31,Latosols,Dry,0,Chilli,2.31
147.66,27.22,63.87,6.8,2.34,32.75,67.99,1387.35,269.08,Latosols,Dry,1,Paddy (Nadu),7.337
86.06,67.17,71.59,8.05,3.14,33.1,61.48,1301.58,206.59,Red Básico,Dry,0,Chilli,2.592
34.81,29.45,137.76,4.6,3.94,31.93,70.78,1312.2,193.88,Red Básico,Dry,0,Maize,9.114
18.94,76.5,155.1,7.56,3.57,32.54,71.21,818.15,285.31,Latosols,Dry,0,Kurakkan,1.482
130.13,24.63,174.82,5.68,2.9,33.62,73.79,1380.41,45.34,Alluvial,Dry,1,Paddy (Nadu),7.524
92.75,72.66,173.65,8.36,3.58,34.06,62.37,1050.46,19.06,Red Básico,Dry,0,Green Gram,2.029
10.67,61.19,17.62,8.27,3.5,32.07,68.35,1000.65,176.74,Non-Calcic Brown,Dry,1,Paddy (Samba),7.188
62.14,29.88,233.24,7.9,2.96,34.24,60.47,1440.19,196.96,Latosols,Dry,0,Chilli,4.601
81.72,41.13,189.05,5.12,1.15,34.72,50.97,839.91,296.16,Alluvial,Dry,1,Maize,4.844
147.29,70.31,82.58,5.23,1.83,34.38,60.17,1155.41,176.65,Alluvial,Dry,0,Green Gram,2.451
71.13,25.18,176.6,4.39,2.48,31.5,61.65,1261.52,205.85,Latosols,Dry,0,Chilli,2.833
62.32,45.24,116.07,7.98,2.24,30.96,64.86,1140.62,75.32,Red Básico,Dry,0,Chilli,4.374
43.83,49.18,172.99,8.05,3.55,34.16,50.61,1448.86,296.55,Latosols,Dry,0,Maize,5.208
83.47,49.73,159.92,7.3,1.47,28.51,65.29,1425.34,34.71,Non-Calcic Brown,Dry,0,Green Gram,2.314
147.91,10.57,175.51,5.86,1.09,29.73,65.67,1339.97,5.43,Red Básico,Dry,0,Green Gram,2.52
79.08,9.72,236.88,7.4,2.1,32.35,55.28,925.59,1.91,Latosols,Dry,1,Paddy (Samba),7.737
138.07,18.06,223.66,4.36,3.46,28.44,73.82,1215.34,78.63,Alluvial,Dry,1,Maize,9.718
49.31,77.82,140.29,5.06,1.13,30.9,63.05,1151.49,58.23,Alluvial,Dry,1,Paddy (Nadu),8.598
135.94,60.64,243.18,6.62,2.03,29.59,59.8,1263.06,20.93,Red Básico,Dry,1,Maize,10.392
51.08,52.97,106.85,6.59,2.28,32.97,57.95,852.59,34.74,Non-Calcic Brown,Dry,0,Kurakkan,2.613
121.05,29.97,120.74,4.74,3.9,30.9,60.32,1350.41,208.96,Red Básico,Dry,0,Green Gram,2.355
