N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
14.8,57.68,73.38,6.52,0.02,5.0,70.71,2942.61,2000.47,Latosols,Wet,0,Potatoes,31.638
61.82,10.34,224.06,7.97,1.3,22.94,70.8,3883.57,1032.47,Low Humic Gley,Wet,1,Paddy (Mawel),4.933
123.47,67.1,105.83,6.24,0.68,20.84,75.79,3072.79,1983.08,Red-Yellow Podzolic,Wet,1,Strawberries,14.766
41.77,74.7,180.77,7.38,1.33,20.92,70.54,2969.03,1144.04,Alluvial,Wet,0,Coconut,7.824
37.12,24.63,130.58,5.35,1.19,27.25,85.77,4669.91,1040.56,Red-Yellow Podzolic,Wet,0,Rubber,1.233
86.19,16.58,66.49,7.27,1.17,15.1,86.93,3291.49,1064.89,Low Humic Gley,Wet,0,Coconut,7.056
95.88,31.54,86.74,3.98,0.44,18.39,75.82,3535.17,1080.97,Red-Yellow Podzolic,Wet,0,Tea,2.651
109.12,24.07,216.21,8.0,1.18,23.86,76.08,2632.56,1750.02,Alluvial,Wet,0,Potatoes,31.803
21.53,50.49,30.41,7.73,0.62,21.82,76.29,3388.59,1528.28,Red-Yellow Podzolic,Wet,0,Strawberries,8.419
40.13,9.94,135.3,4.09,1.18,17.33,84.75,3821.57,655.69,Low Humic Gley,Wet,1,Tea,2.504
130.58,21.79,235.61,6.62,0.84,19.58,86.17,3606.23,1087.08,Latosols,Wet,0,Coconut,10.289
121.4,30.18,5.78,8.31,0.45,15.43,88.97,4370.99,2096.84,Latosols,Wet,1,Potatoes,32.743
32.55,29.08,60.11,7.93,0.72,20.74,81.81,4977.0,1218.44,Red-Yellow Podzolic,Wet,1,Leeks,16.873
34.19,31.82,76.23,6.69,0.2,23.32,79.93,4502.52,466.8,Latosols,Wet,1,Paddy (Mawel),5.129
41.47,19.64,45.52,7.45,0.73,17.03,91.41,4496.35,1060.61,Latosols,Wet,1,Cinnamon,0.959
100.51,18.7,188.88,5.39,0.23,18.66,78.03,4306.62,1594.14,Latosols,Wet,0,Tea,2.727
114.21,60.47,65.67,7.72,1.49,22.35,71.65,3421.55,1368.77,Red-Yellow Podzolic,Wet,1,Potatoes,22.998
115.02,21.11,209.45,5.78,0.04,24.0,94.27,3662.81,1492.77,Low Humic Gley,Wet,0,Tea,2.372
67.08,67.33,166.95,5.66,0.24,18.13,91.87,2702.12,1889.25,Low Humic Gley,Wet,1,Carrots,20.159
106.45,18.12,151.11,7.73,0.11,15.53,91.75,2607.53,1492.46,Red-Yellow Podzolic,Wet,0,Strawberries,15.343
149.11,11.91,63.96,7.92,1.01,19.41,93.72,2630.87,1411.28,Low Humic Gley,Wet,0,Carrots,28.88
127.94,39.95,27.9,7.12,0.05,5.0,92.67,2605.01,1065.84,Red-Yellow Podzolic,Wet,1,Paddy (Mawel),4.034
109.74,32.63,179.69,3.99,1.39,22.42,94.21,2672.47,1951.77,Latosols,Wet,1,Tea,1.866
75.35,69.55,238.5,5.79,0.78,16.46,83.31,4473.33,643.04,Red-Yellow Podzolic,Wet,1,Tea,3.128
14.31,59.29,226.84,7.54,0.96,22.86,79.31,3982.78,616.12,Latosols,Wet,0,Cinnamon,1.656
127.12,23.66,110.9,6.94,0.07,27.76,74.51,4994.91,84.55,Low Humic Gley,Wet,0,Paddy (Mawel),4.667
134.96,52.53,59.46,4.05,1.04,23.46,89.03,4541.86,577.47,Low Humic Gley,Wet,0,Cinnamon,1.778
70.6,19.83,139.38,4.35,0.32,18.56,90.86,3266.5,679.34,Alluvial,Wet,1,Cinnamon,1.456
28.29,52.99,194.18,7.84,1.0,21.51,93.62,4878.95,1715.14,Red-Yellow Podzolic,Wet,0,Potatoes,27.441
80.41,39.73,43.61,6.57,0.51,15.39,73.51,4584.98,1950.44,Red-Yellow Podzolic,Wet,1,Potatoes,28.252
145.01,35.31,165.14,3.89,0.28,28.25,74.43,2862.25,1897.88,Red-Yellow Podzolic,Wet,1,Tea,2.222
58.93,74.13,233.58,4.94,1.47,17.69,93.43,4381.18,192.39,Alluvial,Wet,0,Cinnamon,1.374
134.17,36.97,86.41,8.03,0.95,17.7,94.49,4068.44,1021.69,Red-Yellow Podzolic,Wet,0,Paddy (Mawel),5.5
18.2,21.16,249.65,5.84,1.29,28.04,76.56,4208.34,1419.07,Alluvial,Wet,0,Carrots,29.877
66.13,62.08,123.22,8.22,0.52,18.68,83.56,2677.5,1956.21,Alluvial,Wet,0,Potatoes,30.327
114.1,30.43,115.75,4.28,0.82,16.77,91.29,3482.4,1993.76,Alluvial,Wet,1,Tea,2.419
89.07,69.57,206.3,4.37,0.91,22.93,91.05,4280.14,1020.44,Latosols,Wet,1,Tea,3.191
83.58,44.63,240.56,5.31,1.29,25.01,86.59,4098.88,911.24,Low Humic Gley,Wet,1,Rubber,1.79
99.02,75.33,36.48,4.21,1.34,20.39,93.75,4591.18,1772.4,Red-Yellow Podzolic,Wet,1,Tea,2.707
19.13,8.74,33.31,4.14,0.41,19.3,87.49,3496.02,645.38,Red-Yellow Podzolic,Wet,1,Rubber,1.489
66.09,78.96,206.18,5.84,0.72,24.79,91.41,2556.23,1527.67,Latosols,Wet,0,Potatoes,34.03
143.04,79.91,96.11,5.2,0.91,20.34,93.78,3752.35,1676.64,Red-Yellow Podzolic,Wet,0,Tea,3.198
148.91,34.76,106.93,4.61,1.12,26.66,70.53,4220.28,740.75,Red-Yellow Podzolic,Wet,0,Rubber,1.383
89.72,35.79,52.17,7.3,0.86,25.75,88.83,2910.74,1673.75,Latosols,Wet,0,Leeks,18.685
137.36,43.19,175.1,4.33,1.26,25.56,93.4,3957.75,1908.82,Alluvial,Wet,0,Tea,2.752
131.65,19.65,15.41,4.55,0.03,15.31,72.76,2520.87,526.88,Latosols,Wet,0,Cinnamon,1.586
24.75,77.41,235.51,4.71,0.05,27.54,83.19,3944.87,352.85,Latosols,Wet,1,Rubber,2.066
43.42,56.74,143.56,4.16,0.7,16.43,81.26,4343.29,711.77,Low Humic Gley,Wet,0,Rubber,1.831
19.89,45.57,223.62,7.0,0.82,15.53,70.12,4944.08,1922.07,Low Humic Gley,Wet,1,Carrots,26.702
144.13,21.26,16.96,5.17,0.05,22.91,77.73,3619.73,1105.28,Alluvial,Wet,1,Tea,2.063
56.4,78.29,216.54,5.32,0.64,17.97,73.13,3020.82,417.11,Red-Yellow Podzolic,Wet,0,Cinnamon,1.661
66.96,24.65,244.97,7.55,0.99,27.07,78.5,3363.19,1979.89,Alluvial,Wet,1,Potatoes,33.987
78.24,15.35,169.98,6.6,0.64,17.19,89.47,4893.82,1620.79,Alluvial,Wet,0,Paddy (Samba),7.832
96.68,44.72,191.76,3.98,0.91,28.68,75.3,2778.29,1040.81,Latosols,Wet,1,Tea,2.343
119.22,30.42,98.02,7.97,0.9,28.86,80.45,3034.81,642.01,Latosols,Wet,0,Cinnamon,1.318
145.25,71.38,7.01,6.81,1.34,18.02,74.7,3549.14,18.27,Low Humic Gley,Wet,1,Paddy (Mawel),6.117
47.11,47.79,113.37,6.42,1.0,25.93,94.45,3416.67,955.72,Red-Yellow Podzolic,Wet,0,Coconut,6.7
23.15,51.58,229.57,5.21,1.05,15.9,89.82,3065.67,1769.67,Latosols,Wet,0,Carrots,27.178
66.45,33.06,71.26,5.2,0.12,20.26,86.64,4956.21,2104.41,Red-Yellow Podzolic,Wet,1,Potatoes,34.409
141.03,15.27,124.62,5.02,1.25,22.84,72.96,4239.1,551.44,Red-Yellow Podzolic,Wet,1,Tea,2.281
45.05,45.7,200.76,3.97,0.2,23.6,73.63,3015.85,265.51,Red-Yellow Podzolic,Wet,1,Cinnamon,1.787
52.08,54.25,230.12,5.68,0.63,23.41,93.67,2751.0,171.71,Red-Yellow Podzolic,Wet,1,Rubber,2.506
84.38,67.15,109.25,4.09,1.09,22.28,83.04,3501.75,1713.77,Red-Yellow Podzolic,Wet,1,Tea,2.583
110.48,46.85,18.87,4.6,0.99,22.91,89.78,4703.69,1217.33,Low Humic Gley,Wet,0,Tea,1.877
26.64,28.39,113.72,4.37,0.05,22.39,92.11,3039.81,187.81,Latosols,Wet,0,Rubber,1.893
133.67,75.92,32.83,7.88,1.46,17.79,75.93,2651.92,937.42,Low Humic Gley,Wet,1,Paddy (Mawel),4.085
59.77,72.48,33.95,5.26,0.12,17.57,72.33,3778.72,2025.95,Red-Yellow Podzolic,Wet,1,Potatoes,22.01
133.57,75.83,29.64,5.08,0.79,23.54,92.87,3901.18,1483.77,Red-Yellow Podzolic,Wet,1,Tea,2.11
107.3,35.1,52.18,5.47,1.45,27.36,90.59,3242.28,788.13,Alluvial,Wet,1,Tea,2.54
120.64,26.66,99.94,6.75,1.09,22.86,83.3,4232.02,955.32,Low Humic Gley,Wet,0,Coconut,5.91
52.8,32.4,102.25,7.66,0.65,26.89,93.38,3089.11,2100.8,Low Humic Gley,Wet,0,Carrots,20.534
101.01,72.83,25.94,4.82,0.33,22.78,82.61,4562.35,2016.23,Latosols,Wet,0,Tea,2.245
71.43,22.56,105.91,7.17,1.35,25.66,75.97,4240.58,260.86,Alluvial,Wet,1,Paddy (Mawel),4.755
24.05,16.12,177.0,7.21,0.35,24.05,79.6,3179.82,1615.13,Red-Yellow Podzolic,Wet,0,Potatoes,25.931
15.12,18.98,187.96,5.33,0.52,21.04,92.41,4674.5,1839.22,Low Humic Gley,Wet,1,Strawberries,14.655
87.41,69.45,29.89,5.43,0.87,15.75,86.54,4810.93,1950.57,Latosols,Wet,0,Tea,2.678
77.75,66.05,238.7,4.88,0.47,16.27,71.6,3786.92,784.12,Alluvial,Wet,1,Cinnamon,2.02
25.38,36.85,9.36,3.96,1.12,19.18,94.75,4365.48,2199.6,Red-Yellow Podzolic,Wet,1,Carrots,26.909
135.86,12.67,40.0,7.85,1.36,16.71,75.29,2973.33,1225.16,Low Humic Gley,Wet,1,Carrots,31.421
69.45,15.17,106.88,4.5,0.2,19.76,93.91,3295.33,1735.96,Alluvial,Wet,0,Potatoes,28.3
116.89,28.87,40.74,8.29,1.01,24.5,75.32,4325.19,173.32,Latosols,Wet,1,Paddy (Mawel),4.17
64.42,44.84,223.98,5.01,1.06,26.07,72.16,3725.28,1303.38,Red-Yellow Podzolic,Wet,1,Carrots,29.185
64.31,52.88,236.03,4.8,1.26,18.56,82.21,3147.5,1435.92,Low Humic Gley,Wet,0,Potatoes,24.766
115.61,21.58,11.88,8.4,0.15,24.63,79.89,4982.26,1374.03,Latosols,Wet,0,Potatoes,23.385
53.3,53.24,221.14,5.69,1.17,22.01,92.6,2535.68,97.56,Red-Yellow Podzolic,Wet,0,Tea,2.323
38.65,56.21,192.28,7.75,0.02,24.31,87.79,4465.0,324.8,Red-Yellow Podzolic,Wet,0,Coconut,6.452
62.78,74.14,13.88,7.82,0.77,17.24,83.02,2744.26,1584.84,Red-Yellow Podzolic,Wet,0,Potatoes,19.717
119.34,23.25,237.46,5.48,1.38,23.63,86.98,2958.66,1679.44,Latosols,Wet,1,Tea,3.288
21.17,35.14,163.42,5.45,1.06,24.84,72.93,2716.86,1573.42,Latosols,Wet,1,Potatoes,30.181
135.39,64.23,52.84,6.62,1.15,24.6,70.67,4212.98,1978.07,Alluvial,Wet,1,Paddy (Samba),5.756
31.39,52.01,23.04,4.69,0.04,23.32,73.98,4658.36,33.19,Red-Yellow Podzolic,Wet,0,Rubber,1.763
66.84,78.85,193.77,8.34,1.23,22.68,70.51,2998.97,1236.72,Red-Yellow Podzolic,Wet,0,Carrots,22.575
87.24,28.76,35.95,6.08,1.21,25.47,70.5,3204.0,1190.69,Latosols,Wet,0,Coconut,9.206
106.68,13.55,165.94,5.12,1.09,16.76,82.89,3631.97,293.45,Latosols,Wet,0,Tea,2.684
75.69,43.35,160.91,6.9,0.81,18.61,92.17,2881.71,1610.19,Alluvial,Wet,0,Paddy (Samba),4.891
25.01,11.94,179.59,4.13,0.02,19.48,90.81,4601.23,1469.15,Low Humic Gley,Wet,1,Carrots,20.84
92.09,10.8,68.18,4.24,0.48,27.86,94.42,4444.4,475.92,Latosols,Wet,1,Rubber,1.986
23.83,10.22,42.64,7.39,1.22,27.14,73.21,2545.51,1091.41,Latosols,Wet,1,Cinnamon,1.417
144.22,25.79,218.98,5.63,0.08,18.59,80.1,3166.15,1544.08,Alluvial,Wet,0,Tea,2.425
23.38,38.05,170.72,4.62,0.37,17.46,92.21,4515.52,1872.84,Latosols,Wet,0,Leeks,20.794
129.92,10.67,118.39,8.45,0.99,21.21,71.01,2555.1,1819.68,Red-Yellow Podzolic,Wet,0,Potatoes,33.245
140.99,48.96,78.05,4.5,0.05,19.69,89.62,2738.66,1000.08,Red-Yellow Podzolic,Wet,1,Tea,2.647
94.79,78.76,64.42,6.84,0.18,26.67,85.77,2718.58,1108.96,Low Humic Gley,Wet,0,Rubber,1.596
72.06,9.35,138.48,4.19,0.91,26.29,83.86,3594.5,1759.62,Latosols,Wet,1,Carrots,25.721
57.39,39.13,90.13,6.75,0.74,25.77,71.0,4267.28,1202.51,Red-Yellow Podzolic,Wet,0,Carrots,24.758
149.2,17.61,40.24,6.17,1.24,17.04,78.72,4577.85,880.33,Latosols,Wet,0,Rubber,1.47
124.29,68.89,158.35,8.13,1.49,25.78,89.34,4922.53,535.38,Red-Yellow Podzolic,Wet,1,Cinnamon,1.248
63.14,8.62,169.71,8.44,0.84,27.81,76.55,4933.45,468.27,Latosols,Wet,0,Rubber,1.684
99.69,62.97,161.34,6.56,0.21,20.05,81.3,4565.9,1152.13,Low Humic Gley,Wet,0,Rubber,1.705
89.12,73.41,242.25,6.88,0.26,20.83,83.12,3384.09,1319.21,Alluvial,Wet,0,Paddy (Nadu),6.596
16.38,36.73,215.53,4.43,1.32,21.75,81.56,2606.18,921.67,Alluvial,Wet,0,Tea,2.6
39.29,51.99,24.91,7.94,1.31,17.04,86.22,3882.59,858.43,Alluvial,Wet,0,Rubber,1.905
120.16,76.84,43.66,5.64,1.01,16.54,74.2,4473.45,759.98,Latosols,Wet,1,Rubber,1.408
116.61,42.32,72.34,6.98,1.24,22.38,81.0,3843.02,1698.16,Alluvial,Wet,0,Paddy (Nadu),6.573
77.51,41.37,223.17,5.2,0.32,19.69,77.7,2503.3,612.98,Latosols,Wet,0,Tea,2.691
46.06,45.79,186.19,6.64,0.1,15.41,83.63,3229.82,610.14,Red-Yellow Podzolic,Wet,1,Cinnamon,1.314
85.1,35.14,235.02,6.65,0.36,25.02,90.89,4722.61,1338.28,Alluvial,Wet,0,Paddy (Samba),6.955
148.69,24.9,20.27,3.95,0.91,18.61,82.6,3913.51,446.95,Red-Yellow Podzolic,Wet,0,Rubber,1.812
61.28,53.41,237.14,3.99,0.73,16.45,77.85,3857.47,597.11,Latosols,Wet,1,Cinnamon,1.641
43.56,12.5,174.52,3.94,0.14,27.12,70.32,2877.07,241.95,Low Humic Gley,Wet,0,Cinnamon,1.298
143.79,69.25,211.75,4.26,1.4,23.95,80.0,3642.51,1304.27,Low Humic Gley,Wet,0,Tea,3.114
74.92,12.77,117.16,5.57,1.38,15.19,80.58,3863.26,1155.19,Low Humic Gley,Wet,1,Tea,2.44
96.32,22.54,24.58,3.8,0.27,24.15,93.41,4595.64,698.32,Red-Yellow Podzolic,Wet,0,Rubber,1.903
85.1,60.66,175.56,7.99,0.67,17.48,85.38,3237.89,825.58,Low Humic Gley,Wet,0,Coconut,8.806
55.58,62.41,9.0,5.83,0.7,21.83,93.43,2644.11,1289.79,Red-Yellow Podzolic,Wet,1,Carrots,17.994
119.53,16.07,121.02,7.52,0.32,16.15,70.27,4607.77,1895.65,Alluvial,Wet,0,Leeks,24.582
128.27,19.68,233.41,4.98,0.23,20.59,82.2,4463.73,476.28,Low Humic Gley,Wet,0,Rubber,1.642
59.8,29.16,173.17,4.81,0.72,15.29,78.69,2758.62,95.74,Alluvial,Wet,0,Tea,2.055
88.87,10.72,164.92,6.27,1.19,23.94,85.75,4745.65,1629.8,Low Humic Gley,Wet,1,Carrots,29.059
61.06,53.58,61.7,6.42,1.33,26.99,87.21,4901.5,801.61,Alluvial,Wet,0,Paddy (Mawel),6.5
33.38,48.17,118.52,6.9,0.29,25.33,71.81,4336.01,1969.66,Low Humic Gley,Wet,1,Leeks,18.714
38.63,36.18,137.45,6.51,0.99,16.35,88.81,4586.12,1013.12,Latosols,Wet,0,Rubber,1.172
49.94,44.03,213.83,7.13,0.12,23.6,89.61,3873.88,592.31,Latosols,Wet,0,Coconut,7.424
40.41,61.93,197.15,8.14,0.59,22.53,76.77,4642.71,1662.02,Low Humic Gley,Wet,1,Potatoes,25.202
44.43,56.65,223.51,6.77,0.75,22.85,71.82,3145.11,1607.68,Alluvial,Wet,0,Paddy (Samba),7.833
87.89,42.05,105.42,4.99,0.8,15.64,88.05,3973.0,1701.74,Red-Yellow Podzolic,Wet,0,Tea,2.444
121.98,74.4,219.24,5.41,0.12,20.49,89.93,3597.52,206.0,Latosols,Wet,1,Cinnamon,1.887
26.21,30.1,83.29,4.51,1.42,16.91,93.39,2561.24,2026.28,Red-Yellow Podzolic,Wet,0,Leeks,24.506
15.24,66.49,30.98,5.7,0.93,28.86,83.62,3019.71,2172.09,Red-Yellow Podzolic,Wet,0,Strawberries,15.082
125.14,77.92,99.88,5.26,1.15,21.44,91.64,3025.46,919.2,Latosols,Wet,1,Rubber,2.141
102.92,37.2,212.95,7.46,0.25,26.94,71.12,4113.67,1192.77,Red-Yellow Podzolic,Wet,0,Coconut,8.948
25.74,38.89,52.14,8.0,1.42,21.32,87.15,2778.99,673.55,Alluvial,Wet,1,Cinnamon,1.545
52.39,20.03,137.93,5.87,0.91,24.89,91.97,4097.39,2116.23,Alluvial,Wet,0,Strawberries,14.426
121.52,69.61,212.27,5.27,0.66,23.88,77.34,3977.66,328.57,Low Humic Gley,Wet,0,Cinnamon,1.453
130.06,33.1,9.12,5.63,0.39,20.7,72.44,3174.12,1745.28,Latosols,Wet,1,Tea,1.857
77.55,39.44,243.62,4.01,0.62,23.26,91.12,2841.94,1045.42,Red-Yellow Podzolic,Wet,1,Cinnamon,1.355
125.74,69.31,227.13,5.72,1.41,15.99,91.85,3749.77,719.06,Latosols,Wet,0,Cinnamon,1.726
59.56,59.34,78.74,3.81,1.39,17.51,78.21,2705.5,933.63,Alluvial,Wet,1,Cinnamon,1.715
35.05,41.95,94.94,6.01,1.01,20.53,72.43,3290.83,951.85,Low Humic Gley,Wet,0,Cinnamon,1.263
97.2,24.47,147.53,4.93,0.69,16.63,81.01,4699.42,1375.46,Low Humic Gley,Wet,0,Tea,2.207
137.18,44.29,153.96,8.48,1.35,17.7,72.61,4670.37,3.15,Low Humic Gley,Wet,0,Cinnamon,1.154
103.33,66.34,96.71,7.79,0.81,25.14,83.11,2912.37,592.26,Latosols,Wet,0,Paddy (Mawel),6.599
23.44,34.67,131.12,7.69,0.73,27.08,81.26,3232.85,502.28,Alluvial,Wet,1,Cinnamon,1.59
136.12,58.88,90.39,6.56,0.94,26.7,88.72,4048.55,1149.95,Alluvial,Wet,1,Paddy (Samba),7.75
17.78,16.16,146.31,7.28,1.28,17.1,91.83,2645.49,635.68,Red-Yellow Podzolic,Wet,0,Rubber,1.554
120.82,71.2,241.98,5.86,1.24,16.07,82.67,3275.59,1286.25,Red-Yellow Podzolic,Wet,0,Tea,3.245
108.87,79.54,173.45,3.96,1.43,22.42,77.26,4871.18,999.5,Latosols,Wet,1,Rubber,2.544
136.16,6.2,213.99,6.25,1.01,22.14,71.13,4292.54,1226.09,Low Humic Gley,Wet,1,Strawberries,18.706
112.81,59.53,109.14,8.15,0.24,27.42,74.92,4414.56,1365.03,Low Humic Gley,Wet,0,Potatoes,26.425
82.12,59.69,13.75,5.52,1.31,21.69,79.22,3437.6,427.97,Alluvial,Wet,1,Cinnamon,1.542
77.28,51.55,24.41,6.14,1.28,16.16,94.31,4109.1,2152.09,Red-Yellow Podzolic,Wet,1,Strawberries,16.494
120.51,28.78,214.17,7.57,0.03,27.18,86.43,3467.97,1665.67,Latosols,Wet,1,Carrots,26.215
110.77,10.81,59.93,6.97,1.4,22.76,80.87,3727.33,1246.52,Red-Yellow Podzolic,Wet,1,Carrots,26.818
43.13,15.75,96.62,7.27,0.86,15.01,71.12,2665.88,1809.84,Low Humic Gley,Wet,0,Strawberries,14.911
126.02,60.95,159.52,5.81,1.1,18.55,81.4,4037.94,85.39,Latosols,Wet,0,Rubber,1.674
55.1,29.81,143.07,7.81,1.06,22.38,90.01,2924.55,1065.61,Alluvial,Wet,0,Rubber,2.398
66.67,26.3,11.38,7.96,0.18,17.64,78.81,4292.8,1005.97,Alluvial,Wet,0,Cinnamon,1.084
101.95,65.27,161.34,4.1,0.98,26.34,89.01,4377.88,855.93,Latosols,Wet,1,Cinnamon,1.868
71.04,13.25,70.35,5.02,1.12,20.72,88.65,3789.34,266.31,Alluvial,Wet,0,Cinnamon,1.652
119.35,59.05,165.68,4.53,0.17,23.35,80.95,3415.31,1249.43,Alluvial,Wet,1,Tea,2.464
59.03,62.89,157.51,6.04,0.75,19.7,76.69,2850.85,116.5,Red-Yellow Podzolic,Wet,0,Paddy (Mawel),4.573
115.47,9.93,192.04,7.44,1.06,16.98,72.77,3592.72,483.89,Latosols,Wet,0,Coconut,8.396
121.45,45.7,234.49,4.72,0.63,19.5,94.56,3557.93,344.75,Red-Yellow Podzolic,Wet,0,Tea,2.482
24.39,28.44,221.97,6.25,0.31,23.53,70.48,3554.65,2168.14,Low Humic Gley,Wet,0,Potatoes,31.132
31.55,56.8,240.25,6.81,0.53,22.41,81.27,3455.27,28.55,Low Humic Gley,Wet,1,Rubber,1.601
74.28,64.07,11.79,4.07,0.16,24.53,92.44,4761.82,116.94,Red-Yellow Podzolic,Wet,1,Tea,1.932
130.14,42.32,150.76,7.75,0.38,24.13,79.06,3897.53,1411.27,Red-Yellow Podzolic,Wet,0,Strawberries,17.165
75.53,53.37,141.13,6.78,0.73,26.45,93.31,3124.05,2040.25,Alluvial,Wet,1,Paddy (Samba),6.144
58.29,12.86,239.78,7.82,0.78,16.27,91.43,2622.72,451.18,Red-Yellow Podzolic,Wet,0,Coconut,9.297
29.67,60.09,216.92,6.32,0.15,19.79,84.56,2881.97,1325.2,Red-Yellow Podzolic,Wet,1,Leeks,23.697
30.2,45.61,155.54,6.06,0.25,26.1,73.3,3589.57,748.63,Red-Yellow Podzolic,Wet,0,Coconut,7.437
118.14,77.86,236.14,5.05,0.48,16.79,74.18,2937.69,1289.21,Low Humic Gley,Wet,1,Tea,2.548
13.95,38.74,164.59,7.63,0.5,27.31,71.61,2906.2,592.21,Red-Yellow Podzolic,Wet,0,Rubber,1.511
120.17,54.24,119.22,8.33,1.26,16.87,79.52,4549.35,1160.66,Alluvial,Wet,0,Rubber,1.467
30.74,8.57,162.1,4.1,0.64,21.88,71.94,3671.59,576.07,Latosols,Wet,0,Rubber,1.95
73.52,68.86,178.61,3.95,0.72,16.13,73.39,4142.61,1086.62,Low Humic Gley,Wet,0,Rubber,2.187
28.38,55.05,222.83,5.8,1.06,26.26,84.31,4777.96,1056.87,Latosols,Wet,1,Tea,2.088
62.14,13.33,242.92,6.5,0.36,28.08,80.5,2874.52,2005.54,Red-Yellow Podzolic,Wet,0,Strawberries,14.509
97.19,13.39,81.77,5.76,0.57,21.89,87.78,3001.3,1179.88,Red-Yellow Podzolic,Wet,0,Tea,1.851
99.6,5.06,245.08,5.71,0.87,20.93,88.1,4787.85,1794.36,Alluvial,Wet,0,Tea,3.172
27.84,39.82,45.28,7.23,0.66,19.01,71.64,2782.32,1662.34,Latosols,Wet,0,Potatoes,31.183
71.93,19.07,195.4,8.15,1.49,25.03,74.16,3249.24,324.99,Latosols,Wet,0,Cinnamon,1.071
70.18,58.96,142.18,8.47,0.72,24.4,90.78,3658.51,217.56,Red-Yellow Podzolic,Wet,0,Paddy (Mawel),6.657
73.1,32.89,117.96,7.72,1.38,20.66,84.43,4552.08,489.69,Alluvial,Wet,0,Cinnamon,1.534
15.65,24.44,80.74,10.0,0.13,25.25,93.92,2912.87,492.6,Latosols,Wet,1,Cinnamon,1.014
149.91,37.69,41.6,5.69,0.64,22.64,92.52,3654.95,1994.37,Latosols,Wet,0,Tea,2.752
17.02,71.15,213.76,6.18,1.28,24.9,93.46,3179.71,1464.53,Alluvial,Wet,0,Paddy (Nadu),7.337
114.95,61.82,164.8,6.18,1.32,25.16,89.12,4351.3,1114.45,Latosols,Wet,1,Rubber,1.314
38.9,58.31,184.28,4.63,1.27,21.86,82.68,3115.93,312.07,Red-Yellow Podzolic,Wet,1,Tea,2.938
32.91,63.26,215.88,7.98,0.86,20.62,73.07,3821.0,1188.24,Latosols,Wet,1,Paddy (Mawel),6.471
143.51,10.15,162.03,7.45,0.5,26.87,85.41,4654.92,2041.99,Alluvial,Wet,0,Leeks,23.769
45.47,66.37,246.52,5.0,0.63,18.57,86.13,3190.66,120.96,Alluvial,Wet,0,Cinnamon,1.762
78.46,28.25,44.61,6.67,1.16,16.31,70.58,3593.68,762.98,Red-Yellow Podzolic,Wet,1,Cinnamon,1.283
18.98,70.38,130.85,6.56,0.62,25.03,88.36,3375.4,2069.07,Alluvial,Wet,1,Paddy (Nadu),5.811
124.23,23.5,110.54,6.88,0.32,27.91,70.35,3701.33,965.44,Low Humic Gley,Wet,0,Rubber,1.702
73.89,5.02,129.08,8.14,0.17,25.09,70.85,4760.2,984.5,Alluvial,Wet,1,Rubber,1.851
133.41,30.74,214.8,7.1,0.07,24.68,92.54,3147.49,944.45,Latosols,Wet,1,Rubber,1.322
25.1,12.44,213.94,6.18,1.41,24.56,92.73,2731.86,1071.34,Low Humic Gley,Wet,1,Paddy (Mawel),6.721
36.49,26.71,223.09,4.61,0.19,22.75,86.07,4854.96,732.86,Latosols,Wet,0,Rubber,1.891
44.93,43.05,36.74,7.9,0.96,15.76,87.96,3877.18,268.07,Latosols,Wet,0,Paddy (Mawel),3.917
68.31,77.41,151.8,6.79,0.61,20.87,81.09,3553.66,916.38,Alluvial,Wet,1,Paddy (Samba),8.398
91.28,6.98,207.26,4.63,1.18,23.34,83.63,4562.33,483.95,Low Humic Gley,Wet,1,Cinnamon,1.282
149.61,7.29,27.35,4.16,1.02,28.33,74.07,3521.37,1175.28,Low Humic Gley,Wet,1,Tea,2.859
48.04,6.12,198.17,7.62,0.62,15.81,88.26,4630.33,1536.95,Alluvial,Wet,0,Potatoes,34.781
89.42,22.33,164.11,4.94,0.6,28.94,89.65,3988.88,1691.94,Alluvial,Wet,1,Tea,3.047
29.32,24.39,94.12,7.9,0.9,20.17,93.46,4174.5,188.74,Low Humic Gley,Wet,0,Rubber,1.568
123.1,55.48,15.01,5.45,0.54,21.03,83.04,4820.36,422.61,Low Humic Gley,Wet,0,Rubber,1.316
49.42,31.11,157.38,8.34,1.33,25.03,91.31,4027.32,620.55,Red-Yellow Podzolic,Wet,1,Coconut,6.017
36.79,16.66,149.32,4.44,0.21,27.13,73.09,3348.61,1420.53,Latosols,Wet,0,Strawberries,15.871
142.11,35.72,11.24,4.83,0.28,23.26,87.06,4202.89,1859.55,Low Humic Gley,Wet,1,Tea,2.527
133.17,38.35,233.24,6.13,0.02,16.87,80.74,3079.49,1572.64,Low Humic Gley,Wet,0,Potatoes,32.697
126.65,72.76,145.14,7.34,1.1,15.7,75.97,2721.85,1952.85,Alluvial,Wet,1,Strawberries,15.074
73.98,65.05,76.38,6.21,0.24,17.42,77.22,4014.63,1753.38,Red-Yellow Podzolic,Wet,1,Strawberries,16.036
64.84,39.82,23.67,6.4,0.64,23.09,86.67,3265.88,1187.96,Latosols,Wet,0,Cinnamon,1.768
54.87,36.96,88.74,6.97,0.55,23.11,80.44,4958.73,466.5,Latosols,Wet,0,Coconut,6.717
