N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
10.91,58.01,234.68,4.68,0.8,23.54,79.66,1787.57,636.19,Immature Brown Loams,Intermediate,1,Coconut,8.518
83.12,32.0,8.93,6.44,1.02,24.96,60.23,1667.1,859.02,Alluvial,Intermediate,1,Paddy (Mawel),5.858
109.14,63.4,143.16,5.69,1.48,24.92,71.81,1766.08,436.51,Alluvial,Intermediate,0,Coconut,10.389
56.61,69.18,219.32,6.53,1.07,24.17,62.99,1623.25,1004.4,Red-Yellow Podzolic,Intermediate,1,Maize,8.071
118.38,35.22,182.03,7.01,1.46,26.18,67.65,2107.92,1188.71,Red-Yellow Podzolic,Intermediate,1,Maize,6.067
47.64,23.28,77.79,6.51,1.83,23.37,71.03,2329.58,1186.01,Alluvial,Intermediate,1,Paddy (Mawel),4.082
37.05,40.5,172.07,6.78,1.42,22.02,77.54,2374.77,1025.78,Immature Brown Loams,Intermediate,0,Coconut,8.44
60.79,50.98,220.16,8.29,1.38,24.91,63.57,2203.59,626.99,Immature Brown Loams,Intermediate,0,Maize,5.949
38.9,44.56,54.98,4.37,1.73,26.68,66.64,1512.19,356.02,Alluvial,Intermediate,0,Paddy (Nadu),6.691
104.12,7.79,214.56,8.06,1.39,29.19,77.42,2273.51,492.64,Alluvial,Intermediate,0,Paddy (Nadu),6.574
45.56,22.26,154.78,6.26,1.34,26.59,65.46,2256.61,555.24,Alluvial,Intermediate,1,Paddy (Nadu),7.443
132.82,12.79,12.93,4.22,0.87,22.06,65.63,1796.66,1100.97,Red-Yellow Podzolic,Intermediate,0,Tea,2.005
65.7,65.8,214.15,7.1,1.85,29.77,71.37,1636.45,1018.31,Alluvial,Intermediate,0,Coconut,8.822
107.81,41.86,221.93,4.89,0.88,26.28,64.51,1812.52,755.23,Immature Brown Loams,Intermediate,0,Rubber,2.105
136.72,20.05,247.45,3.83,0.75,27.32,67.05,1982.01,741.83,Alluvial,Intermediate,1,Coconut,9.998
56.84,57.13,199.05,4.69,0.57,26.33,69.57,2432.62,805.09,Immature Brown Loams,Intermediate,1,Maize,8.447
60.38,9.73,152.15,4.39,1.86,26.08,62.46,1682.69,353.79,Immature Brown Loams,Intermediate,1,Maize,6.903
70.07,6.32,62.81,5.14,1.35,28.67,67.09,1513.13,968.54,Alluvial,Intermediate,1,Paddy (Nadu),6.974
114.5,79.41,155.31,5.98,1.76,29.92,69.43,1752.62,618.53,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.113
51.79,43.56,104.54,4.01,0.62,28.83,63.65,2498.3,924.73,Immature Brown Loams,Intermediate,1,Coconut,5.817
63.31,72.74,10.14,6.03,0.59,29.39,72.67,1893.04,1104.5,Alluvial,Intermediate,0,Maize,4.745
47.7,71.15,18.46,8.22,1.71,23.93,65.51,1535.62,924.17,Immature Brown Loams,Intermediate,0,Coconut,6.945
19.47,32.62,221.8,7.35,1.3,28.44,62.7,2491.09,1168.64,Red-Yellow Podzolic,Intermediate,1,Maize,5.014
110.34,70.72,71.69,5.41,1.21,23.52,71.9,2109.71,759.09,Alluvial,Intermediate,0,Rubber,1.885
141.39,70.16,217.83,4.1,1.75,27.9,67.13,2294.0,990.47,Red-Yellow Podzolic,Intermediate,1,Rubber,1.933
77.09,26.55,94.03,7.84,1.59,24.82,61.7,1742.75,781.15,Immature Brown Loams,Intermediate,0,Coconut,7.63
140.31,13.96,12.42,5.21,1.02,29.83,62.22,1703.03,975.75,Alluvial,Intermediate,0,Maize,9.295
103.9,42.16,228.63,6.66,1.22,27.02,70.08,1644.63,440.17,Red-Yellow Podzolic,Intermediate,0,Coconut,8.811
80.76,28.76,224.64,3.95,1.85,28.12,73.47,1683.43,1123.98,Alluvial,Intermediate,0,Tea,2.751
62.36,65.78,144.25,4.31,0.7,29.59,73.88,1829.1,1073.94,Red-Yellow Podzolic,Intermediate,1,Coconut,8.888
145.47,36.92,54.05,7.64,1.5,24.1,70.52,1703.31,358.54,Immature Brown Loams,Intermediate,1,Coconut,8.281
73.8,29.83,179.59,6.2,0.83,28.52,60.09,2075.91,337.14,Immature Brown Loams,Intermediate,1,Paddy (Nadu),7.333
117.41,79.3,18.21,5.09,1.95,28.38,74.43,1676.43,856.25,Alluvial,Intermediate,1,Maize,8.213
95.76,12.79,215.07,6.26,1.93,24.91,75.15,1668.61,345.55,Red-Yellow Podzolic,Intermediate,0,Maize,5.11
140.89,79.18,111.18,6.6,0.72,23.54,74.87,1599.72,1097.64,Alluvial,Intermediate,0,Maize,7.244
72.15,72.4,170.94,6.7,0.92,25.39,65.15,1661.12,1133.1,Red-Yellow Podzolic,Intermediate,0,Coconut,8.304
37.19,49.61,190.07,4.45,1.36,29.96,61.36,1957.12,914.32,Immature Brown Loams,Intermediate,0,Maize,7.979
87.53,14.18,201.52,7.49,1.18,26.91,62.04,1552.11,907.13,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.376
109.93,70.53,237.59,3.95,1.63,23.77,63.93,1913.06,1158.8,Alluvial,Intermediate,1,Tea,3.471
106.97,8.3,95.26,4.79,1.29,23.21,68.06,1625.12,1197.29,Alluvial,Intermediate,0,Tea,2.866
137.6,75.3,240.17,6.11,1.85,23.38,61.88,1518.02,432.72,Immature Brown Loams,Intermediate,0,Paddy (Nadu),8.261
92.75,41.14,244.6,7.78,0.62,25.84,62.74,1761.24,739.18,Alluvial,Intermediate,1,Paddy (Nadu),6.456
80.86,23.8,169.85,8.42,1.5,23.24,69.37,1706.3,1001.68,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),5.411
105.85,38.66,216.44,7.89,1.3,27.61,67.86,1931.18,1191.64,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),8.757
102.99,49.83,54.72,5.81,1.51,23.93,60.08,2068.27,581.16,Immature Brown Loams,Intermediate,0,Rubber,1.229
63.29,9.77,21.13,4.0,1.75,25.87,60.59,2408.87,610.44,Alluvial,Intermediate,1,Coconut,5.768
55.47,74.9,171.24,7.69,0.89,25.17,70.21,2438.42,720.67,Immature Brown Loams,Intermediate,0,Coconut,6.746
46.31,11.45,72.04,4.23,0.64,24.7,63.62,1692.26,588.95,Alluvial,Intermediate,0,Paddy (Nadu),5.866
72.06,17.92,183.85,4.67,0.96,28.77,60.13,1557.85,442.58,Alluvial,Intermediate,0,Coconut,9.577
137.43,8.27,192.62,6.49,1.27,26.05,66.01,2349.33,534.64,Red-Yellow Podzolic,Intermediate,0,Maize,11.167
73.88,68.5,247.25,4.14,1.71,27.15,70.51,1893.71,799.21,Red-Yellow Podzolic,Intermediate,0,Coconut,8.511
66.66,66.7,150.4,8.49,0.99,29.03,66.59,2086.96,779.07,Red-Yellow Podzolic,Intermediate,1,Rubber,1.998
68.26,42.73,176.05,6.0,1.42,22.03,73.99,2281.68,415.71,Alluvial,Intermediate,0,Coconut,8.925
138.62,48.23,178.06,5.76,1.14,27.89,78.89,1849.1,938.34,Immature Brown Loams,Intermediate,1,Rubber,1.86
38.86,23.83,48.84,6.89,0.78,22.32,61.6,2473.58,647.58,Alluvial,Intermediate,0,Paddy (Nadu),5.661
146.76,78.91,234.5,6.13,0.69,23.37,70.57,2495.78,1056.05,Immature Brown Loams,Intermediate,1,Coconut,7.447
58.25,58.45,29.66,5.89,1.87,27.55,60.58,1889.41,1137.88,Alluvial,Intermediate,1,Coconut,8.802
21.41,8.03,85.85,7.23,1.65,24.67,61.03,1850.95,407.18,Immature Brown Loams,Intermediate,0,Rubber,1.358
35.87,44.64,243.93,6.57,0.71,25.89,63.36,1748.72,960.89,Immature Brown Loams,Intermediate,0,Rubber,1.782
103.31,35.85,172.45,4.88,1.94,29.52,64.41,2311.13,779.37,Red-Yellow Podzolic,Intermediate,1,Rubber,2.322
144.08,33.87,30.35,5.98,1.16,22.13,72.29,1996.26,920.71,Red-Yellow Podzolic,Intermediate,1,Coconut,6.817
23.28,70.77,12.62,8.37,0.73,29.41,74.32,1836.79,734.59,Alluvial,Intermediate,0,Paddy (Nadu),7.15
19.86,72.63,45.09,5.38,1.85,25.63,75.45,1928.75,733.03,Immature Brown Loams,Intermediate,0,Coconut,7.777
77.28,52.91,219.66,3.8,1.99,22.12,63.82,1768.51,757.46,Red-Yellow Podzolic,Intermediate,0,Maize,7.865
90.17,37.55,243.72,4.88,1.8,26.3,71.16,1718.0,719.8,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.621
88.64,65.65,51.63,7.9,1.21,25.51,77.24,2482.19,994.82,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),5.684
28.17,13.23,163.64,5.86,1.18,28.01,73.57,2351.1,525.51,Red-Yellow Podzolic,Intermediate,0,Maize,8.712
31.84,70.21,31.83,7.44,0.9,22.63,72.78,2056.17,490.27,Alluvial,Intermediate,0,Paddy (Nadu),6.753
112.59,60.23,9.5,5.5,0.99,29.69,62.57,2392.46,579.71,Alluvial,Intermediate,0,Coconut,6.078
23.07,30.45,157.93,4.97,0.77,27.68,66.01,1720.1,1151.69,Alluvial,Intermediate,0,Rubber,1.385
96.76,53.0,241.93,4.64,1.38,26.19,76.9,2412.56,958.19,Immature Brown Loams,Intermediate,1,Rubber,1.949
101.4,28.99,64.58,5.41,1.54,28.74,69.23,2006.11,514.81,Alluvial,Intermediate,0,Coconut,7.388
98.29,17.91,44.73,6.37,1.53,22.49,73.38,1917.99,834.24,Red-Yellow Podzolic,Intermediate,0,Rubber,2.088
89.29,64.98,245.28,7.12,1.86,28.26,78.86,2335.01,707.34,Alluvial,Intermediate,0,Coconut,7.448
146.79,78.07,35.98,7.42,1.36,26.17,67.68,1661.52,826.61,Immature Brown Loams,Intermediate,1,Rubber,1.418
147.91,22.65,181.96,5.84,1.27,29.8,68.65,2148.18,865.25,Red-Yellow Podzolic,Intermediate,0,Coconut,8.256
149.1,53.32,144.04,6.22,0.72,28.01,78.05,2005.79,818.55,Alluvial,Intermediate,0,Paddy (Mawel),6.501
85.82,65.6,240.41,7.9,1.14,25.58,67.81,2156.36,615.65,Alluvial,Intermediate,1,Coconut,10.475
94.46,57.11,96.85,5.82,1.69,26.42,60.77,2254.54,324.38,Alluvial,Intermediate,1,Paddy (Nadu),7.122
52.9,33.7,125.9,3.88,0.61,26.88,79.93,2079.83,550.2,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),7.024
79.55,8.45,147.08,7.4,1.61,23.21,75.4,2414.73,304.77,Alluvial,Intermediate,1,Coconut,8.765
85.73,76.58,194.67,4.34,1.53,25.42,69.09,2401.44,477.36,Immature Brown Loams,Intermediate,0,Maize,10.258
84.13,13.77,58.52,7.56,1.38,27.72,79.94,2235.69,991.97,Alluvial,Intermediate,0,Paddy (Nadu),4.912
124.67,71.57,68.57,7.79,1.44,25.74,63.25,1695.27,485.14,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),5.638
43.38,46.07,210.8,5.84,1.16,26.77,79.56,2217.04,1026.44,Red-Yellow Podzolic,Intermediate,0,Coconut,6.825
120.71,16.95,66.75,7.49,0.93,50.0,70.4,2244.51,502.59,Alluvial,Intermediate,1,Maize,5.178
30.32,45.97,20.14,7.94,0.6,27.09,68.06,1730.7,1084.06,Red-Yellow Podzolic,Intermediate,0,Maize,5.28
142.87,33.25,146.39,4.21,1.68,29.43,110.0,2342.48,902.49,Red-Yellow Podzolic,Intermediate,1,Rubber,1.894
15.41,28.91,199.19,5.49,0.87,26.59,68.07,1721.78,1178.07,Red-Yellow Podzolic,Intermediate,1,Rubber,1.48
142.38,55.47,18.22,4.53,0.71,28.41,75.82,2215.35,1143.09,Alluvial,Intermediate,0,Tea,3.133
20.86,51.36,212.92,3.9,0.77,27.68,66.56,1959.69,767.26,Red-Yellow Podzolic,Intermediate,0,Coconut,10.144
149.11,18.75,179.12,4.53,0.53,24.13,67.81,1773.55,714.11,Immature Brown Loams,Intermediate,0,Coconut,8.853
69.19,64.3,202.2,7.99,0.61,27.65,79.87,2199.82,722.89,Alluvial,Intermediate,0,Coconut,9.941
12.68,74.44,194.59,5.65,1.61,25.34,71.94,1826.98,1035.87,Immature Brown Loams,Intermediate,1,Maize,7.668
116.25,66.5,231.13,5.83,1.46,29.27,78.08,2208.35,448.37,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),7.898
39.96,18.87,13.34,5.31,0.53,28.12,67.78,1953.31,920.47,Red-Yellow Podzolic,Intermediate,0,Rubber,1.456
92.28,52.66,105.82,4.03,1.32,28.07,61.44,1865.45,614.53,Alluvial,Intermediate,1,Coconut,9.559
119.71,14.43,161.6,8.28,1.38,23.94,62.83,1691.66,707.64,Alluvial,Intermediate,0,Maize,6.072
31.75,52.22,145.31,6.42,1.47,25.0,64.66,2249.71,763.84,Red-Yellow Podzolic,Intermediate,0,Coconut,6.521
146.17,58.41,233.62,8.46,1.43,23.16,61.71,2474.5,496.71,Alluvial,Intermediate,1,Maize,6.497
115.63,19.19,236.89,5.41,1.26,25.07,70.49,1568.91,837.34,Alluvial,Intermediate,0,Coconut,7.826
91.81,49.27,77.13,4.12,0.79,28.72,66.44,2328.57,568.84,Alluvial,Intermediate,0,Maize,10.106
121.12,9.56,153.38,7.73,1.35,23.71,74.49,1516.87,879.69,Alluvial,Intermediate,0,Maize,9.102
71.39,8.0,154.34,6.66,0.52,28.76,66.97,1572.82,963.74,Immature Brown Loams,Intermediate,1,Paddy (Nadu),6.724
38.52,36.49,83.97,7.19,0.84,26.66,64.35,2380.77,464.93,Red-Yellow Podzolic,Intermediate,0,Rubber,1.19
143.91,57.9,62.14,4.78,0.74,23.42,68.42,1645.11,344.75,Alluvial,Intermediate,1,Rubber,1.606
143.6,51.45,183.4,7.09,1.94,23.19,74.74,2481.65,725.09,Immature Brown Loams,Intermediate,1,Paddy (Nadu),9.4
101.16,58.71,52.83,7.41,1.97,29.56,79.53,2497.55,669.12,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),7.928
36.89,12.48,110.85,4.16,0.78,27.85,72.11,2286.87,519.67,Alluvial,Intermediate,1,Coconut,6.096
74.69,69.12,118.94,6.91,1.95,29.58,64.23,2183.2,335.76,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),6.347
15.19,45.49,115.23,4.94,1.97,26.25,69.98,1543.59,412.91,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.802
91.41,41.5,83.67,5.45,1.61,27.36,70.16,2363.81,1141.16,Immature Brown Loams,Intermediate,1,Tea,2.15
44.12,66.14,31.04,6.09,1.0,22.03,78.28,1781.26,1111.33,Immature Brown Loams,Intermediate,0,Rubber,1.212
60.08,5.17,73.09,6.22,1.29,24.79,77.07,1584.53,932.71,Red-Yellow Podzolic,Intermediate,0,Rubber,1.679
13.19,46.24,80.73,6.17,1.99,27.61,60.84,1697.55,574.92,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.564
94.9,59.11,26.56,6.75,1.96,28.59,60.09,1876.68,913.42,Alluvial,Intermediate,1,Paddy (Samba),5.615
136.68,43.67,169.38,4.12,0.57,29.24,68.2,2082.98,956.68,Immature Brown Loams,Intermediate,1,Coconut,9.354
37.97,59.09,114.22,8.49,1.76,29.51,70.25,1811.24,397.96,Red-Yellow Podzolic,Intermediate,0,Coconut,7.516
143.68,6.54,91.38,6.94,1.77,27.71,63.36,2151.55,587.1,Red-Yellow Podzolic,Intermediate,0,Coconut,8.92
121.64,42.1,120.78,6.52,1.71,23.82,73.53,1692.83,673.22,Red-Yellow Podzolic,Intermediate,1,Rubber,2.475
24.49,43.5,22.08,4.85,0.89,23.97,74.82,1860.95,1011.82,Alluvial,Intermediate,1,Coconut,6.17
65.56,69.49,20.05,4.83,0.81,25.89,67.66,1737.8,557.42,Immature Brown Loams,Intermediate,0,Coconut,8.715
98.99,56.77,165.44,6.56,1.28,23.47,66.76,2140.57,339.21,Alluvial,Intermediate,0,Paddy (Samba),6.189
52.79,55.94,246.89,3.81,0.52,26.74,73.74,2385.86,1092.83,Red-Yellow Podzolic,Intermediate,0,Rubber,1.966
45.54,22.22,216.77,4.2,1.75,29.75,79.06,2299.05,958.34,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.34
69.18,24.64,249.46,7.9,1.75,25.64,78.02,1500.19,411.9,Alluvial,Intermediate,1,Paddy (Nadu),9.223
94.44,47.97,145.82,5.0,1.14,29.11,78.07,2235.48,349.1,Red-Yellow Podzolic,Intermediate,1,Coconut,10.217
11.84,47.25,231.22,8.1,1.88,25.33,61.15,1846.03,1137.44,Immature Brown Loams,Intermediate,1,Paddy (Nadu),9.057
138.79,77.09,184.75,7.83,1.67,28.37,67.73,1935.96,472.73,Immature Brown Loams,Intermediate,1,Maize,8.477
37.17,11.84,85.71,5.63,1.73,23.74,75.14,1551.92,651.19,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),5.818
89.59,50.96,174.17,7.36,0.97,23.84,77.06,1826.63,748.14,Alluvial,Intermediate,0,Coconut,8.593
100.01,64.56,224.35,7.24,1.22,29.87,74.13,2447.7,1084.1,Immature Brown Loams,Intermediate,1,Rubber,2.461
95.41,7.86,193.94,4.33,0.92,22.3,70.35,2143.21,498.33,Immature Brown Loams,Intermediate,0,Rubber,1.276
65.95,59.14,238.49,7.34,1.21,23.17,73.31,2238.48,881.44,Immature Brown Loams,Intermediate,1,Paddy (Nadu),8.839
70.31,42.75,190.67,5.64,1.01,22.96,74.57,2039.87,797.96,Immature Brown Loams,Intermediate,1,Coconut,9.195
31.81,25.21,29.47,7.87,1.6,26.4,67.45,2039.68,812.01,Immature Brown Loams,Intermediate,0,Rubber,1.601
14.8,8.2,109.88,6.9,1.98,26.63,66.0,2161.71,689.51,Alluvial,Intermediate,0,Paddy (Samba),6.595
68.99,54.37,229.82,8.25,1.24,27.59,72.34,2104.46,626.62,Immature Brown Loams,Intermediate,1,Coconut,7.469
131.04,61.22,34.54,6.23,1.67,23.12,75.41,2058.16,946.57,Alluvial,Intermediate,0,Paddy (Nadu),5.643
87.61,75.37,244.32,8.48,1.63,26.54,64.64,2388.4,399.93,Immature Brown Loams,Intermediate,1,Maize,10.365
89.16,50.29,234.25,6.91,1.22,27.46,67.99,1693.66,742.4,Immature Brown Loams,Intermediate,0,Coconut,6.925
49.82,11.09,207.4,8.49,1.92,25.36,62.69,1696.7,840.84,Red-Yellow Podzolic,Intermediate,0,Coconut,8.975
21.28,63.29,101.91,7.61,1.88,50.0,66.4,2028.48,892.18,Alluvial,Intermediate,0,Coconut,8.669
76.15,20.86,164.12,4.86,1.08,29.19,73.9,2319.89,321.97,Alluvial,Intermediate,1,Rubber,2.084
25.33,28.92,207.34,6.86,0.8,23.32,65.56,2237.27,1164.93,Red-Yellow Podzolic,Intermediate,0,Coconut,9.375
101.31,53.59,23.02,5.15,0.92,28.53,68.47,1809.55,936.12,Alluvial,Intermediate,1,Paddy (Nadu),6.593
18.13,9.49,95.8,4.72,1.56,23.26,61.26,1567.29,531.88,Alluvial,Intermediate,0,Paddy (Nadu),5.901
32.06,36.24,79.09,4.21,1.07,27.75,66.83,1524.11,914.11,Immature Brown Loams,Intermediate,1,Coconut,8.527
121.84,61.92,92.7,4.33,1.32,27.35,67.54,2115.93,808.74,Red-Yellow Podzolic,Intermediate,0,Rubber,1.893
23.85,30.11,23.12,8.44,0.55,25.56,72.17,2459.06,491.64,Immature Brown Loams,Intermediate,0,Rubber,1.165
103.46,59.5,130.74,4.92,1.89,22.8,71.27,1938.3,564.94,Alluvial,Intermediate,0,Paddy (Nadu),9.318
109.67,9.72,150.69,6.95,0.58,23.42,71.48,1648.23,629.86,Immature Brown Loams,Intermediate,0,Rubber,2.42
38.14,11.1,88.18,4.68,1.89,26.86,77.19,1530.56,646.5,Immature Brown Loams,Intermediate,0,Rubber,1.257
130.96,47.72,217.4,6.2,1.74,24.0,70.58,1813.52,550.75,Immature Brown Loams,Intermediate,1,Coconut,7.573
99.78,15.83,160.2,5.7,1.5,25.69,68.84,1622.34,342.43,Alluvial,Intermediate,0,Maize,5.3
85.75,26.94,173.79,3.8,0.69,24.67,66.96,2029.15,1083.12,Immature Brown Loams,Intermediate,0,Tea,3.38
19.04,51.63,204.41,8.46,1.34,23.45,76.34,2110.17,622.51,Alluvial,Intermediate,0,Rubber,1.327
98.95,69.03,59.9,6.19,0.86,24.62,70.89,1789.58,594.02,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.959
76.85,16.57,187.1,5.73,1.47,23.69,79.61,1966.82,799.1,Alluvial,Intermediate,1,Rubber,1.665
118.2,50.97,133.69,8.34,1.48,29.27,74.01,1859.25,350.22,Red-Yellow Podzolic,Intermediate,1,Maize,8.687
98.57,41.52,237.1,6.25,1.16,27.84,72.13,1684.63,865.39,Alluvial,Intermediate,0,Paddy (Nadu),9.343
115.14,18.94,31.87,4.15,1.57,27.4,77.49,2187.44,898.43,Alluvial,Intermediate,0,Paddy (Nadu),7.18
76.52,64.77,88.46,8.06,0.76,29.7,76.64,2184.02,750.79,Immature Brown Loams,Intermediate,0,Rubber,1.996
59.99,10.09,63.61,6.89,0.71,25.92,74.8,1959.2,769.17,Alluvial,Intermediate,1,Paddy (Samba),7.047
65.89,67.66,146.58,7.78,0.78,27.28,68.01,1508.83,1120.11,Immature Brown Loams,Intermediate,1,Rubber,1.72
13.06,73.3,57.81,6.76,1.53,25.22,65.66,2499.5,468.42,Immature Brown Loams,Intermediate,1,Maize,7.316
75.4,63.28,43.77,4.38,0.89,24.88,79.92,2012.0,967.66,Immature Brown Loams,Intermediate,1,Maize,8.66
66.98,56.52,79.28,5.85,1.74,26.81,63.44,2166.59,791.04,Red-Yellow Podzolic,Intermediate,0,Maize,5.904
117.46,40.67,57.43,7.43,1.52,24.04,73.68,1555.98,862.79,Red-Yellow Podzolic,Intermediate,1,Coconut,7.911
47.22,55.05,231.47,8.12,1.53,27.21,78.76,1995.66,1111.92,Immature Brown Loams,Intermediate,0,Maize,5.758
68.64,58.94,78.59,7.34,0.99,27.97,67.2,1669.36,465.77,Alluvial,Intermediate,0,Rubber,1.791
11.23,44.85,238.43,4.53,1.2,22.4,65.09,2249.86,726.81,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.226
124.61,36.12,116.3,7.7,1.1,25.19,78.33,1667.14,1107.11,Alluvial,Intermediate,0,Paddy (Nadu),8.565
134.68,79.32,92.46,5.17,0.75,25.02,69.91,1679.74,527.16,Red-Yellow Podzolic,Intermediate,0,Rubber,2.104
139.06,74.74,167.74,3.84,1.45,29.02,73.43,2361.47,301.45,Alluvial,Intermediate,1,Rubber,1.797
86.49,10.99,230.95,7.18,1.23,24.02,69.59,2409.94,344.1,Immature Brown Loams,Intermediate,1,Paddy (Nadu),8.518
89.91,11.66,64.94,8.08,0.73,25.46,60.63,2460.96,832.37,Immature Brown Loams,Intermediate,0,Rubber,2.008
128.09,74.85,166.37,7.68,1.2,22.4,78.27,1982.6,1011.42,Alluvial,Intermediate,0,Rubber,1.717
133.74,19.11,132.92,6.21,0.73,27.0,60.41,1819.43,472.62,Immature Brown Loams,Intermediate,1,Rubber,2.047
51.24,79.0,10.29,6.96,0.62,24.27,74.84,1742.14,1017.56,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.649
126.9,68.54,106.08,7.98,1.71,24.51,78.72,2474.07,877.74,Alluvial,Intermediate,0,Coconut,6.637
124.16,44.22,60.61,6.74,0.8,24.95,77.97,2418.63,444.48,Alluvial,Intermediate,0,Paddy (Mawel),4.454
85.96,15.64,178.4,7.95,1.19,22.12,76.49,2183.93,772.98,Alluvial,Intermediate,1,Coconut,7.552
52.03,76.07,129.48,6.44,1.08,23.44,71.95,1724.72,582.89,Alluvial,Intermediate,0,Maize,6.667
87.04,51.47,200.37,7.07,2.0,28.26,74.61,1709.59,390.99,Red-Yellow Podzolic,Intermediate,1,Maize,7.766
14.73,33.14,129.4,7.24,1.49,28.63,62.03,2088.31,591.52,Red-Yellow Podzolic,Intermediate,1,Maize,7.766
62.11,76.22,130.74,4.14,1.42,28.29,77.02,2299.9,540.0,Red-Yellow Podzolic,Intermediate,1,Maize,6.034
58.42,8.36,78.61,5.38,1.91,25.09,64.71,1654.49,682.17,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.014
33.55,55.55,108.1,6.33,0.87,22.28,76.18,2424.24,924.13,Alluvial,Intermediate,0,Paddy (Mawel),6.049
48.13,44.44,194.2,7.41,1.64,29.97,75.12,1842.72,505.93,Red-Yellow Podzolic,Intermediate,1,Maize,10.627
38.38,8.64,29.33,7.75,1.62,23.92,74.7,2445.19,876.11,Alluvial,Intermediate,0,Paddy (Nadu),5.332
82.16,68.86,50.3,4.29,0.89,24.8,67.56,1649.05,872.08,Immature Brown Loams,Intermediate,0,Coconut,7.681
127.08,46.13,29.92,6.69,1.25,29.65,70.24,2115.06,572.53,Alluvial,Intermediate,0,Paddy (Mawel),5.175
106.32,44.42,219.63,6.14,0.53,22.58,71.1,2298.94,704.46,Alluvial,Intermediate,0,Paddy (Nadu),8.074
65.2,15.16,147.02,7.14,1.22,24.91,66.38,1969.49,1035.7,Alluvial,Intermediate,0,Coconut,8.683
34.86,45.13,179.81,5.66,1.84,29.39,74.84,2264.31,313.41,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),6.209
60.17,6.53,112.56,4.85,1.5,26.51,62.2,2389.63,943.01,Immature Brown Loams,Intermediate,1,Coconut,7.987
100.3,5.34,214.08,4.16,1.1,22.7,72.22,1717.82,604.3,Red-Yellow Podzolic,Intermediate,0,Coconut,9.345
133.78,10.51,208.28,4.59,1.0,28.93,74.98,1816.44,893.86,Red-Yellow Podzolic,Intermediate,0,Rubber,2.391
107.15,62.25,69.47,6.81,1.5,27.15,64.47,1637.8,1110.64,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.905
69.86,62.08,242.57,6.05,1.22,22.24,63.62,1946.65,428.46,Immature Brown Loams,Intermediate,0,Rubber,2.425
124.99,43.96,94.89,7.01,1.98,25.03,73.26,2493.79,1033.72,Alluvial,Intermediate,1,Maize,7.443
52.25,6.91,196.67,4.05,0.66,23.49,71.39,1658.1,870.17,Red-Yellow Podzolic,Intermediate,1,Rubber,2.078
85.05,62.81,131.88,6.65,1.28,24.51,68.45,1855.55,1188.14,Immature Brown Loams,Intermediate,0,Paddy (Nadu),8.688
123.82,49.43,147.51,7.32,1.66,27.45,72.94,1913.67,531.8,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),5.932
74.28,70.02,34.97,5.8,1.99,23.77,78.07,2346.19,500.53,Red-Yellow Podzolic,Intermediate,0,Rubber,1.991
33.61,25.79,75.23,6.63,1.43,27.22,65.74,2340.73,873.4,Immature Brown Loams,Intermediate,1,Maize,8.26
25.53,57.44,20.6,7.87,0.52,28.87,76.7,1955.61,538.04,Alluvial,Intermediate,0,Coconut,8.461
18.4,69.25,193.2,5.57,1.96,23.66,74.47,1518.41,1067.52,Immature Brown Loams,Intermediate,1,Coconut,8.928
140.78,73.62,38.67,6.16,1.65,22.45,78.11,2364.94,637.54,Immature Brown Loams,Intermediate,1,Maize,9.815
124.64,26.45,235.17,8.1,0.93,23.04,77.89,1845.63,419.42,Immature Brown Loams,Intermediate,0,Paddy (Nadu),8.293
93.74,33.06,115.92,8.31,0.73,23.75,75.07,2258.59,354.16,Red-Yellow Podzolic,Intermediate,0,Rubber,1.329
58.07,28.89,232.71,7.29,1.09,50.0,62.06,2060.28,1129.86,Immature Brown Loams,Intermediate,0,Paddy (Nadu),8.834
125.1,64.34,245.86,5.99,1.07,23.84,76.09,2079.19,977.17,Red-Yellow Podzolic,Intermediate,1,Maize,9.851
