UID          PID    PPID  C STIME TTY          TIME CMD
chathura   29985   27996  0 13:04 ?        00:00:20 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=94 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=12013116714 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3512581058020638652,14024698104767937617,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190709074393805300
chathura   30008   27996  0 13:04 ?        00:00:09 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=95 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=12014146632 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6125259475651387327,15162968212882043187,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190709075330847149
chathura   30018   27975  0 13:04 ?        00:00:28 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4945510477602613760,12608729525543752170,524288 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190709076267888998
chathura   31120    2926  0 13:18 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.27 /org/gtk/gvfs/exec_spaw/2
chathura   31131    2926  0 13:18 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.27 /org/gtk/gvfs/exec_spaw/3
chathura   32812    2532  0 13:19 ?        00:00:00 /home/chathura/.antigravity/extensions/meta.pyrefly-0.9.0-linux-x64/bin/release/pyrefly lsp
chathura   33771    2532  0 13:20 ?        00:00:11 /usr/bin/nautilus --gapplication-service
chathura   34152    2926  0 13:24 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.27 /org/gtk/gvfs/exec_spaw/6
chathura   37777    2532  0 13:34 ?        00:00:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
chathura   37780   37777  0 13:34 ?        00:00:00 /usr/bin/gnome-terminal.real --wait
chathura   37784    2532  0 13:34 ?        00:00:02 /usr/libexec/gnome-terminal-server
chathura   37796   37784  0 13:34 pts/4    00:00:00 bash
chathura   39959    2971  0 13:36 ?        00:02:35 /usr/share/antigravity/antigravity
chathura   39964   39959  0 13:36 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
chathura   39965   39959  0 13:36 ?        00:00:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
chathura   39966   39965  0 13:36 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
chathura   39968   39966  0 13:36 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
chathura   39983    2532  0 13:36 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/chathura/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=52 --shared-client-connection
chathura   39999   39964  2 13:36 ?        00:13:19 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
chathura   40008   39959  0 13:36 ?        00:00:17 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
chathura   40027   39968  5 13:36 ?        00:25:37 /usr/share/antigravity/antigravity --type=zygote
chathura   40158   39968  0 13:36 ?        00:00:03 /usr/share/antigravity/antigravity --type=zygote
chathura   40251   39959  0 13:36 ?        00:00:09 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
chathura   40300   39959  0 13:36 ?        00:01:31 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
chathura   40321   40300  0 13:36 pts/0    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
chathura   40989   39959  0 13:36 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
chathura   42267    2532  0 13:47 ?        00:00:00 /home/chathura/.antigravity/extensions/meta.pyrefly-0.9.0-linux-x64/bin/release/pyrefly lsp
chathura   43891   39959  0 13:57 ?        00:02:57 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708999430457380
chathura   43906   39959  0 13:57 ?        00:00:27 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=39983 --enable-crash-reporter=9fcb38f6-ca2d-4ac7-8ab2-c6ad78f5bc55,no_channel --user-data-dir=/home/chathura/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5984093984352739264,2373356853844240980,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709000367499229
chathura   43936   43891  0 13:57 ?        00:00:00 /home/chathura/.antigravity/extensions/meta.pyrefly-0.9.0-linux-x64/bin/release/pyrefly lsp
chathura   44029   40300  0 13:57 pts/3    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
chathura   44323   40300  0 13:57 pts/5    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
chathura   44348   43891  3 13:57 ?        00:15:49 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 43337 --csrf_token 43ba7773-0800-43d8-ad9a-474a0ff3b5ba --random_port --workspace_id file_home_chathura_Documents_Software_20Projects_ML_Assignment --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_258008d8adb95679
chathura   44398   43891 12 13:57 ?        00:51:24 /home/chathura/.pyenv/versions/3.11.13/envs/foml/bin/python -m ipykernel_launcher --f=/run/user/1000/jupyter/runtime/kernel-v307c3947a360b46c17e76986ad5e9b372e50ab1d5.json
chathura   44821   43891  0 13:58 ?        00:00:01 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=43891
chathura   45054   39968  0 13:59 ?        00:00:26 /usr/share/antigravity/antigravity --type=zygote
chathura   47213    2971  0 14:10 ?        00:00:01 /usr/bin/gnome-text-editor
chathura   49868   40300  0 14:23 pts/1    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       66443       2  0 17:42 ?        00:00:01 [kworker/13:1-events]
root       69005       2  0 18:20 ?        00:00:01 [kworker/9:0-i915-unordered]
root       70969       2  0 18:39 ?        00:00:00 [kworker/15:2-events]
root       71086       2  0 18:40 ?        00:00:00 [kworker/7:0-events]
root       71872       2  0 18:52 ?        00:00:00 [kworker/12:1-mm_percpu_wq]
root       72486       2  0 19:00 ?        00:00:00 [kworker/11:0-events]
root       73108       2  0 19:08 ?        00:00:01 [kworker/3:0-i915-unordered]
root       73150       2  0 19:09 ?        00:00:00 [kworker/12:0-i915-unordered]
root       74299       2  0 19:25 ?        00:00:00 [kworker/8:2-i915-unordered]
root       74322       2  0 19:26 ?        00:00:00 [kworker/5:0-events]
root       74431       2  0 19:27 ?        00:00:29 [kworker/0:0-i915-unordered]
chathura   74487    2971  0 19:27 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root       74606       2  0 19:28 ?        00:00:01 [kworker/2:1-i915-unordered]
chathura   78593   27996  0 19:42 ?        00:00:36 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1725 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=35942140584 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16399271237952943412,4893173891776149152,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710602709061019
root       80648       2  0 19:58 ?        00:00:03 [kworker/u64:0-flush-259:5]
root       80815       2  0 20:00 ?        00:00:00 [kworker/10:0-i915-unordered]
root       81308       2  0 20:05 ?        00:00:01 [kworker/14:0-events]
root       82631       2  0 20:10 ?        00:00:00 [kworker/5:2-i915-unordered]
root       83131       2  0 20:13 ?        00:00:00 [kworker/13:2-events]
root       83158       2  0 20:13 ?        00:00:00 [kworker/9:1]
root       84292       2  0 20:22 ?        00:00:00 [kworker/2:2]
root       84406       2  0 20:23 ?        00:00:00 [kworker/7:1-i915-unordered]
root       84636       2  0 20:25 ?        00:00:00 [kworker/8:0-events]
root       84810       2  0 20:26 ?        00:00:00 [kworker/1:0-events]
root       85059       2  0 20:29 ?        00:00:02 [kworker/u64:3-flush-259:5]
root       85803       2  0 20:33 ?        00:00:00 [kworker/4:1-i915-unordered]
root       86029       2  0 20:34 ?        00:00:00 [kworker/10:1-cgroup_free]
chathura   86088   27996  1 20:35 ?        00:00:21 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2104 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39102474670 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17658996406024864428,15897237265081445614,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710957847921790
chathura   86129   27996  3 20:35 ?        00:01:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2108 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39102682030 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13932450339318877305,17281935677429177899,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710961596089186
chathura   86180   27996  0 20:35 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2111 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39105117400 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9933867339857277962,10954694270010723045,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710964407214733
chathura   86197   27996  1 20:35 ?        00:00:21 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2112 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39105863511 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16285583160641637274,3789265377693135555,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710965344256582
chathura   86301   27996  2 20:35 ?        00:00:53 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2122 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39109222385 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12628944057036835197,4732970853387894879,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710974714675072
chathura   86336   27996  0 20:35 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2126 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39110613442 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12263652050497892473,14357211094482505404,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710978462842468
chathura   86347   27996  0 20:35 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2127 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39111591509 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9525491668775774996,13713750321705949919,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190710979399884317
root       86709       2  0 20:40 ?        00:00:00 [kworker/1:2-cgroup_release]
root       86829       2  0 20:40 ?        00:00:00 [kworker/11:2-events]
root       86831       2  0 20:40 ?        00:00:00 [kworker/3:2]
chathura   86924   27996  1 20:41 ?        00:00:22 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2169 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=39427736459 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7054418432232745985,6655372575008808727,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190711018755641975
root       87261       2  0 20:42 ?        00:00:02 [kworker/u65:2-i915_flip]
root       87281       2  0 20:43 ?        00:00:00 [kworker/0:2-i915-unordered]
root       87380       2  0 20:43 ?        00:00:00 [kworker/14:1]
root       87422       2  0 20:44 ?        00:00:00 [kworker/15:1-cgroup_free]
root       87471       2  0 20:45 ?        00:00:00 [kworker/6:1-cgroup_free]
root       88005       2  0 20:47 ?        00:00:00 [kworker/u64:2-mt76]
root       88220       2  0 20:50 ?        00:00:00 [kworker/4:2-cgroup_free]
root       88462       2  0 20:52 ?        00:00:00 [kworker/u64:5-events_unbound]
root       89524       2  0 20:58 ?        00:00:00 [kworker/u65:1+i915_flip]
root       89955       2  0 21:00 ?        00:00:00 [kworker/6:2-mm_percpu_wq]
root       90029       2  0 21:00 ?        00:00:00 [kworker/1:1-i915-unordered]
root       90118       2  0 21:00 ?        00:00:00 [kworker/u64:1-flush-259:5]
chathura   90222   27996  0 21:02 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2306 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=40742139351 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9307629710237032463,15980584926084213915,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190711147130375288
chathura   90235   27996  0 21:02 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2307 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=40742184640 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14974650435521161324,205011950250137557,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190711148067417137
chathura   90245   27996  0 21:02 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2308 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=40742830706 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2255843614167896363,2629421012550519633,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190711149004458986
chathura   90360   27996  1 21:05 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=27985 --enable-crash-reporter=8cdd18fd-e1ac-486b-8e6d-f92c7db39211, --extension-process --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2313 --time-ticks-at-unix-epoch=-1771646288344444 --launch-time-ticks=40887503593 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4878450566420199067,12635304258974859523,2097152 --field-trial-handle=3,i,13062384313415614648,16852989079926805870,262144 --variations-seed-version=20260220-170057.878000-production --trace-process-track-uuid=3190711153689668231
chathura   90385   44323  0 21:05 pts/5    00:00:00 /bin/ps -ef
