N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
62.31,56.66,169.39,4.55,1.23,29.45,70.38,1442.74,293.66,Alluvial,Dry,1,Paddy (Nadu),5.451
91.74,20.73,23.16,5.98,0.86,22.02,78.71,2608.49,394.2,Low Humic Gley,Wet,0,Tea,2.532
107.75,51.78,51.31,6.01,0.11,15.55,71.54,3968.78,2108.8,Latosols,Wet,0,Strawberries,15.136
20.96,75.01,93.97,7.77,1.92,24.91,79.58,1964.51,455.15,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.534
14.68,40.27,238.84,4.34,0.22,19.06,73.98,4466.36,97.0,Red-Yellow Podzolic,Wet,0,Rubber,1.595
63.08,30.52,157.1,7.99,0.8,26.01,90.97,4704.31,1280.8,Latosols,Wet,0,Strawberries,10.703
86.67,15.84,37.82,8.24,1.82,32.99,56.31,910.39,46.99,Non-Calcic Brown,Dry,0,Kurakkan,1.85
17.71,19.05,227.82,6.24,1.19,33.17,56.57,1077.82,112.65,Non-Calcic Brown,Dry,0,Green Gram,2.13
130.43,56.59,234.99,7.19,1.47,27.03,80.11,3668.86,988.86,Low Humic Gley,Wet,0,Coconut,10.777
24.8,54.86,75.11,4.73,3.09,30.99,74.86,963.48,286.97,Latosols,Dry,1,Maize,7.768
38.09,26.55,44.66,4.97,2.77,31.55,60.41,913.56,249.89,Red Básico,Dry,0,Kurakkan,2.518
17.88,35.9,146.83,5.65,1.35,31.92,56.56,978.5,11.78,Non-Calcic Brown,Dry,1,Maize,5.457
138.02,6.55,240.78,5.97,1.22,28.48,58.22,1155.18,152.49,Red Básico,Dry,1,Paddy (Samba),6.11
119.3,21.13,180.33,7.56,1.21,17.9,83.07,4750.59,251.91,Red-Yellow Podzolic,Wet,1,Rubber,2.235
48.06,17.73,181.02,7.42,0.32,24.07,73.67,3554.39,1053.79,Alluvial,Wet,0,Rubber,1.363
114.48,50.35,173.16,3.89,3.35,28.92,56.71,1120.3,252.61,Latosols,Dry,0,Maize,7.828
57.81,63.47,145.93,8.43,1.47,24.79,72.85,2170.32,1137.92,Red-Yellow Podzolic,Intermediate,1,Maize,8.665
47.39,40.76,206.55,5.08,1.13,28.26,75.36,4711.43,1394.92,Alluvial,Wet,1,Carrots,28.992
102.24,53.53,13.1,3.81,0.14,20.11,87.39,3481.96,2063.35,Latosols,Wet,1,Tea,1.794
28.32,55.69,142.17,7.51,1.6,34.54,53.4,1029.21,71.08,Red Básico,Dry,1,Maize,6.377
59.42,52.73,189.06,6.99,0.55,19.11,89.12,4694.51,48.74,Alluvial,Wet,0,Paddy (Mawel),6.273
120.49,31.89,33.99,8.48,1.47,34.27,74.89,913.8,35.66,Non-Calcic Brown,Dry,0,Kurakkan,2.537
90.35,69.73,122.94,4.17,0.58,26.98,60.87,1506.79,1113.58,Immature Brown Loams,Intermediate,0,Tea,3.027
117.58,20.4,179.49,6.52,0.93,27.54,68.56,1505.03,477.74,Red-Yellow Podzolic,Intermediate,1,Rubber,1.785
49.06,18.53,140.36,4.81,2.11,31.96,73.4,1055.82,16.47,Latosols,Dry,0,Chilli,4.741
138.43,34.36,212.01,3.8,2.68,34.04,60.36,1319.91,142.07,Latosols,Dry,0,Chilli,3.103
12.87,44.14,161.05,4.9,2.63,28.86,50.74,948.42,130.18,Latosols,Dry,1,Paddy (Samba),6.793
104.79,19.92,24.54,7.73,1.24,19.25,81.82,2771.52,1489.68,Low Humic Gley,Wet,0,Carrots,20.386
111.25,65.12,198.97,8.4,1.96,32.71,56.28,1070.99,49.86,Latosols,Dry,0,Chilli,4.157
115.01,68.22,120.17,5.63,3.8,33.25,51.67,895.12,292.82,Non-Calcic Brown,Dry,0,Kurakkan,2.517
73.05,29.38,120.42,7.65,3.45,32.26,61.98,954.0,202.62,Latosols,Dry,1,Paddy (Nadu),6.338
61.59,9.05,191.93,7.11,1.41,17.47,81.92,4018.17,1904.54,Red-Yellow Podzolic,Wet,0,Carrots,17.231
14.8,57.68,73.38,6.52,0.02,5.0,70.71,2942.61,2000.47,Latosols,Wet,0,Potatoes,31.638
41.49,46.86,192.2,6.71,0.71,24.49,77.34,2269.99,767.3,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),9.284
54.34,24.36,14.25,6.54,2.58,31.58,58.53,895.84,56.32,Non-Calcic Brown,Dry,0,Kurakkan,2.321
83.24,52.48,146.68,5.02,1.39,34.55,65.89,1365.16,91.12,Non-Calcic Brown,Dry,1,Paddy (Samba),6.094
78.15,78.39,241.53,5.76,2.04,30.92,55.68,1330.11,66.38,Latosols,Dry,1,Maize,11.288
74.75,46.7,74.79,3.91,1.45,27.62,65.22,1722.6,760.71,Alluvial,Intermediate,0,Coconut,7.516
127.23,6.17,163.26,5.84,1.44,29.75,67.96,1423.47,21.89,Red Básico,Dry,0,Chilli,2.434
61.82,10.34,224.06,7.97,1.3,22.94,70.8,3883.57,1032.47,Low Humic Gley,Wet,1,Paddy (Mawel),4.933
123.47,67.1,105.83,6.24,0.68,20.84,75.79,3072.79,1983.08,Red-Yellow Podzolic,Wet,1,Strawberries,14.766
75.71,37.97,114.34,5.73,3.07,31.59,54.61,969.69,19.45,Non-Calcic Brown,Dry,0,Kurakkan,1.712
41.77,74.7,180.77,7.38,1.33,20.92,70.54,2969.03,1144.04,Alluvial,Wet,0,Coconut,7.824
56.37,13.9,144.74,8.06,3.93,33.06,68.21,1251.19,143.43,Latosols,Dry,1,Maize,7.943
37.12,24.63,130.58,5.35,1.19,27.25,85.77,4669.91,1040.56,Red-Yellow Podzolic,Wet,0,Rubber,1.233
145.38,17.01,197.89,8.43,1.8,30.55,62.65,991.6,100.92,Alluvial,Dry,0,Kurakkan,1.415
103.67,75.68,206.66,4.0,1.52,26.7,77.47,2001.4,375.6,Red-Yellow Podzolic,Intermediate,0,Maize,10.276
70.26,35.71,96.81,8.15,2.08,31.48,64.61,828.85,14.57,Red Básico,Dry,1,Paddy (Nadu),5.845
86.19,16.58,66.49,7.27,1.17,15.1,86.93,3291.49,1064.89,Low Humic Gley,Wet,0,Coconut,7.056
64.51,75.52,109.64,6.41,0.79,29.27,79.53,1809.48,553.13,Red-Yellow Podzolic,Intermediate,0,Coconut,7.854
95.88,31.54,86.74,3.98,0.44,18.39,75.82,3535.17,1080.97,Red-Yellow Podzolic,Wet,0,Tea,2.651
139.84,44.07,124.46,6.52,2.46,34.78,70.74,1118.83,292.52,Latosols,Dry,1,Maize,7.063
10.3,33.52,205.54,5.52,3.6,29.1,64.99,1319.06,17.27,Alluvial,Dry,1,Paddy (Samba),6.304
109.12,24.07,216.21,8.0,1.18,23.86,76.08,2632.56,1750.02,Alluvial,Wet,0,Potatoes,31.803
80.37,41.89,47.09,5.11,2.94,31.29,71.19,1464.28,99.91,Red Básico,Dry,1,Maize,6.044
87.54,33.71,43.53,6.82,1.58,33.56,55.93,1349.64,86.6,Latosols,Dry,0,Chilli,3.266
103.85,79.25,166.69,7.25,2.0,28.71,76.75,1603.58,437.48,Red-Yellow Podzolic,Intermediate,0,Maize,9.62
10.14,50.01,74.59,7.94,0.57,24.13,67.89,2216.09,909.37,Red-Yellow Podzolic,Intermediate,1,Rubber,1.33
35.08,12.74,17.76,5.85,3.83,31.68,72.79,1481.82,48.51,Alluvial,Dry,0,Chilli,3.605
21.53,50.49,30.41,7.73,0.62,21.82,76.29,3388.59,1528.28,Red-Yellow Podzolic,Wet,0,Strawberries,8.419
40.13,9.94,135.3,4.09,1.18,17.33,84.75,3821.57,655.69,Low Humic Gley,Wet,1,Tea,2.504
130.58,21.79,235.61,6.62,0.84,19.58,86.17,3606.23,1087.08,Latosols,Wet,0,Coconut,10.289
121.4,30.18,5.78,8.31,0.45,15.43,88.97,4370.99,2096.84,Latosols,Wet,1,Potatoes,32.743
75.52,14.55,164.13,4.14,1.32,29.62,65.93,2365.43,443.35,Alluvial,Intermediate,0,Maize,9.134
53.41,23.87,89.14,5.96,1.09,23.85,74.1,1546.58,1065.27,Alluvial,Intermediate,0,Rubber,2.245
32.55,29.08,60.11,7.93,0.72,20.74,81.81,4977.0,1218.44,Red-Yellow Podzolic,Wet,1,Leeks,16.873
56.98,29.39,231.23,5.76,3.85,32.27,61.85,863.75,58.11,Non-Calcic Brown,Dry,0,Kurakkan,2.84
34.19,31.82,76.23,6.69,0.2,23.32,79.93,4502.52,466.8,Latosols,Wet,1,Paddy (Mawel),5.129
72.15,61.63,188.95,5.05,3.88,32.32,57.61,1083.61,204.75,Latosols,Dry,0,Green Gram,2.057
89.68,33.68,233.97,5.83,3.53,31.21,59.81,1488.55,108.69,Non-Calcic Brown,Dry,0,Chilli,4.869
137.24,21.13,55.13,4.65,1.3,30.96,56.48,1256.04,20.93,Non-Calcic Brown,Dry,1,Maize,8.294
19.97,64.9,64.61,7.21,2.37,30.47,73.12,900.14,31.2,Non-Calcic Brown,Dry,0,Kurakkan,2.837
19.1,32.67,209.03,5.33,0.9,27.82,63.69,1870.71,698.77,Red-Yellow Podzolic,Intermediate,0,Maize,7.063
56.07,12.12,249.23,5.06,3.85,28.26,54.89,999.59,3.35,Latosols,Dry,1,Paddy (Samba),8.59
41.47,19.64,45.52,7.45,0.73,17.03,91.41,4496.35,1060.61,Latosols,Wet,1,Cinnamon,0.959
100.51,18.7,188.88,5.39,0.23,18.66,78.03,4306.62,1594.14,Latosols,Wet,0,Tea,2.727
118.0,5.16,222.74,5.07,2.49,32.11,62.06,1047.48,179.2,Red Básico,Dry,1,Maize,7.068
130.79,43.18,111.15,5.57,3.69,32.95,52.13,1305.7,66.0,Latosols,Dry,1,Maize,5.818
50.78,32.93,195.22,6.6,1.27,30.88,73.68,1167.98,178.56,Alluvial,Dry,1,Paddy (Samba),6.462
28.0,57.31,129.03,3.92,3.86,33.06,66.66,1305.41,40.42,Alluvial,Dry,0,Maize,5.314
129.65,40.35,217.81,5.17,1.21,28.37,71.34,1543.77,658.39,Alluvial,Intermediate,0,Rubber,2.342
28.82,66.06,153.5,8.26,3.13,34.0,61.23,873.13,86.13,Red Básico,Dry,0,Kurakkan,1.541
114.21,60.47,65.67,7.72,1.49,22.35,71.65,3421.55,1368.77,Red-Yellow Podzolic,Wet,1,Potatoes,22.998
34.53,56.8,211.48,6.06,1.77,32.86,57.11,838.84,245.77,Non-Calcic Brown,Dry,0,Kurakkan,1.703
68.03,68.16,61.35,3.83,1.21,26.31,69.9,2292.17,569.98,Red-Yellow Podzolic,Intermediate,1,Rubber,1.804
115.02,21.11,209.45,5.78,0.04,24.0,94.27,3662.81,1492.77,Low Humic Gley,Wet,0,Tea,2.372
43.99,29.28,241.67,8.09,1.01,29.34,54.95,1433.1,7.74,Latosols,Dry,0,Chilli,3.536
67.08,67.33,166.95,5.66,0.24,18.13,91.87,2702.12,1889.25,Low Humic Gley,Wet,1,Carrots,20.159
10.37,72.04,221.54,5.29,3.77,29.36,73.66,1073.5,73.99,Latosols,Dry,1,Paddy (Samba),7.849
106.45,18.12,151.11,7.73,0.11,15.53,91.75,2607.53,1492.46,Red-Yellow Podzolic,Wet,0,Strawberries,15.343
149.11,11.91,63.96,7.92,1.01,19.41,93.72,2630.87,1411.28,Low Humic Gley,Wet,0,Carrots,28.88
127.94,39.95,27.9,7.12,0.05,5.0,92.67,2605.01,1065.84,Red-Yellow Podzolic,Wet,1,Paddy (Mawel),4.034
109.74,32.63,179.69,3.99,1.39,22.42,94.21,2672.47,1951.77,Latosols,Wet,1,Tea,1.866
25.14,23.87,71.63,7.19,2.12,34.92,64.98,1042.45,281.14,Red Básico,Dry,1,Maize,5.994
86.69,60.75,58.15,4.09,1.04,34.38,51.14,1057.78,90.07,Latosols,Dry,0,Maize,8.108
39.6,45.25,239.71,6.57,1.21,25.6,79.06,2146.67,1015.1,Red-Yellow Podzolic,Intermediate,0,Coconut,10.638
75.35,69.55,238.5,5.79,0.78,16.46,83.31,4473.33,643.04,Red-Yellow Podzolic,Wet,1,Tea,3.128
72.71,68.85,195.04,5.15,1.1,27.17,77.78,1534.75,877.44,Red-Yellow Podzolic,Intermediate,0,Maize,7.359
103.91,40.2,89.96,7.85,1.06,33.5,52.91,885.09,61.34,Non-Calcic Brown,Dry,0,Kurakkan,1.883
126.87,62.14,85.63,6.31,0.99,29.54,73.25,1679.63,904.89,Alluvial,Intermediate,0,Maize,7.401
14.31,59.29,226.84,7.54,0.96,22.86,79.31,3982.78,616.12,Latosols,Wet,0,Cinnamon,1.656
126.93,29.53,124.57,8.22,1.8,33.84,51.57,1046.14,186.77,Latosols,Dry,1,Paddy (Nadu),5.718
127.12,23.66,110.9,6.94,0.07,27.76,74.51,4994.91,84.55,Low Humic Gley,Wet,0,Paddy (Mawel),4.667
95.36,13.29,158.79,4.68,3.39,30.08,50.26,1389.38,190.94,Latosols,Dry,0,Maize,7.657
60.55,68.92,140.67,7.17,2.05,5.0,55.7,1267.86,95.21,Red Básico,Dry,0,Green Gram,1.511
39.13,29.29,160.95,7.94,1.39,24.18,72.25,1802.62,694.5,Alluvial,Intermediate,0,Maize,5.081
134.96,52.53,59.46,4.05,1.04,23.46,89.03,4541.86,577.47,Low Humic Gley,Wet,0,Cinnamon,1.778
70.6,19.83,139.38,4.35,0.32,18.56,90.86,3266.5,679.34,Alluvial,Wet,1,Cinnamon,1.456
28.29,52.99,194.18,7.84,1.0,21.51,93.62,4878.95,1715.14,Red-Yellow Podzolic,Wet,0,Potatoes,27.441
80.41,39.73,43.61,6.57,0.51,15.39,73.51,4584.98,1950.44,Red-Yellow Podzolic,Wet,1,Potatoes,28.252
145.01,35.31,165.14,3.89,0.28,28.25,74.43,2862.25,1897.88,Red-Yellow Podzolic,Wet,1,Tea,2.222
58.93,74.13,233.58,4.94,1.47,17.69,93.43,4381.18,192.39,Alluvial,Wet,0,Cinnamon,1.374
77.4,8.33,205.3,8.45,1.85,30.68,59.51,1019.39,5.56,Non-Calcic Brown,Dry,1,Maize,10.167
133.37,36.59,210.69,6.57,2.36,33.13,61.22,988.45,264.94,Alluvial,Dry,0,Kurakkan,2.038
50.72,24.99,191.82,5.01,2.78,28.69,57.63,1091.14,277.66,Alluvial,Dry,0,Maize,5.772
134.17,36.97,86.41,8.03,0.95,17.7,94.49,4068.44,1021.69,Red-Yellow Podzolic,Wet,0,Paddy (Mawel),5.5
65.93,78.95,29.67,5.79,0.54,25.32,77.24,1517.7,456.85,Alluvial,Intermediate,1,Rubber,1.636
18.2,21.16,249.65,5.84,1.29,28.04,76.56,4208.34,1419.07,Alluvial,Wet,0,Carrots,29.877
66.13,62.08,123.22,8.22,0.52,18.68,83.56,2677.5,1956.21,Alluvial,Wet,0,Potatoes,30.327
86.09,68.04,221.43,4.55,2.02,31.21,110.0,1287.9,97.17,Alluvial,Dry,0,Green Gram,2.53
81.01,65.3,179.57,5.53,3.13,30.63,67.73,898.74,256.37,Latosols,Dry,1,Paddy (Samba),8.306
114.1,30.43,115.75,4.28,0.82,16.77,91.29,3482.4,1993.76,Alluvial,Wet,1,Tea,2.419
89.07,69.57,206.3,4.37,0.91,22.93,91.05,4280.14,1020.44,Latosols,Wet,1,Tea,3.191
111.39,32.47,14.01,8.05,1.28,22.03,62.0,1995.46,978.94,Immature Brown Loams,Intermediate,0,Rubber,1.76
83.58,44.63,240.56,5.31,1.29,25.01,86.59,4098.88,911.24,Low Humic Gley,Wet,1,Rubber,1.79
99.02,75.33,36.48,4.21,1.34,20.39,93.75,4591.18,1772.4,Red-Yellow Podzolic,Wet,1,Tea,2.707
19.13,8.74,33.31,4.14,0.41,19.3,87.49,3496.02,645.38,Red-Yellow Podzolic,Wet,1,Rubber,1.489
66.09,78.96,206.18,5.84,0.72,24.79,91.41,2556.23,1527.67,Latosols,Wet,0,Potatoes,34.03
143.04,79.91,96.11,5.2,0.91,20.34,93.78,3752.35,1676.64,Red-Yellow Podzolic,Wet,0,Tea,3.198
148.91,34.76,106.93,4.61,1.12,26.66,70.53,4220.28,740.75,Red-Yellow Podzolic,Wet,0,Rubber,1.383
112.76,17.99,74.99,7.86,2.34,34.63,51.47,1124.71,218.78,Alluvial,Dry,0,Green Gram,1.773
149.54,33.14,151.76,7.82,3.85,34.89,66.53,1189.87,99.83,Red Básico,Dry,0,Green Gram,1.946
89.72,35.79,52.17,7.3,0.86,25.75,88.83,2910.74,1673.75,Latosols,Wet,0,Leeks,18.685
71.32,28.06,246.31,7.63,0.98,24.2,76.67,2378.93,1136.22,Alluvial,Intermediate,1,Coconut,10.752
137.36,43.19,175.1,4.33,1.26,25.56,93.4,3957.75,1908.82,Alluvial,Wet,0,Tea,2.752
131.65,19.65,15.41,4.55,0.03,15.31,72.76,2520.87,526.88,Latosols,Wet,0,Cinnamon,1.586
103.83,59.96,148.91,5.91,3.54,34.09,60.75,1205.26,192.47,Red Básico,Dry,1,Maize,8.956
24.75,77.41,235.51,4.71,0.05,27.54,83.19,3944.87,352.85,Latosols,Wet,1,Rubber,2.066
44.07,70.81,53.76,7.5,0.86,25.49,76.36,2289.91,561.43,Immature Brown Loams,Intermediate,1,Rubber,1.285
60.59,51.95,12.49,8.36,2.58,29.21,64.84,808.6,266.02,Alluvial,Dry,0,Kurakkan,2.206
12.08,65.68,234.92,7.51,1.87,25.26,75.86,2064.34,545.71,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),8.564
98.89,69.22,125.2,4.82,2.28,5.0,56.03,823.28,46.37,Red Básico,Dry,0,Kurakkan,3.442
51.41,10.03,224.45,7.05,2.01,32.2,61.1,1045.03,19.3,Red Básico,Dry,1,Paddy (Samba),5.345
38.44,73.97,229.16,8.45,1.4,27.84,62.04,1727.51,673.29,Red-Yellow Podzolic,Intermediate,1,Maize,9.654
43.42,56.74,143.56,4.16,0.7,16.43,81.26,4343.29,711.77,Low Humic Gley,Wet,0,Rubber,1.831
23.77,29.55,38.35,4.53,0.76,24.22,65.23,1687.89,976.23,Alluvial,Intermediate,1,Paddy (Nadu),7.681
135.74,64.48,138.9,5.78,2.77,31.58,74.2,1439.67,254.15,Alluvial,Dry,1,Paddy (Nadu),8.722
24.46,47.96,103.37,5.82,0.73,25.21,73.91,1528.32,1026.75,Red-Yellow Podzolic,Intermediate,0,Maize,8.424
19.89,45.57,223.62,7.0,0.82,15.53,70.12,4944.08,1922.07,Low Humic Gley,Wet,1,Carrots,26.702
38.75,24.82,227.94,8.1,1.79,34.72,72.15,1030.4,254.28,Red Básico,Dry,1,Paddy (Samba),8.211
144.13,21.26,16.96,5.17,0.05,22.91,77.73,3619.73,1105.28,Alluvial,Wet,1,Tea,2.063
32.39,25.83,85.8,6.86,3.43,28.17,68.27,1227.29,298.02,Alluvial,Dry,1,Paddy (Nadu),5.96
56.4,78.29,216.54,5.32,0.64,17.97,73.13,3020.82,417.11,Red-Yellow Podzolic,Wet,0,Cinnamon,1.661
39.55,10.57,75.78,6.75,1.16,31.09,50.81,1269.78,175.87,Red Básico,Dry,1,Paddy (Nadu),7.225
66.96,24.65,244.97,7.55,0.99,27.07,78.5,3363.19,1979.89,Alluvial,Wet,1,Potatoes,33.987
122.29,64.17,191.2,5.44,1.21,29.46,77.91,2207.1,512.83,Immature Brown Loams,Intermediate,1,Rubber,1.842
25.97,31.08,191.9,6.66,1.34,29.45,65.79,1356.95,95.33,Non-Calcic Brown,Dry,0,Green Gram,2.058
78.24,15.35,169.98,6.6,0.64,17.19,89.47,4893.82,1620.79,Alluvial,Wet,0,Paddy (Samba),7.832
87.48,32.17,94.44,7.93,3.26,29.73,65.3,1362.17,113.07,Non-Calcic Brown,Dry,1,Paddy (Samba),6.012
109.98,57.71,155.44,6.2,1.22,31.88,62.96,1392.66,181.15,Red Básico,Dry,1,Maize,6.094
102.21,78.16,218.68,7.85,0.76,28.78,78.48,1979.53,1172.53,Red-Yellow Podzolic,Intermediate,1,Coconut,9.602
56.33,17.67,119.35,4.27,1.32,27.08,69.82,1942.87,914.23,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),5.672
96.68,44.72,191.76,3.98,0.91,28.68,75.3,2778.29,1040.81,Latosols,Wet,1,Tea,2.343
84.91,64.81,150.97,5.28,3.33,32.32,69.4,806.38,195.18,Red Básico,Dry,0,Kurakkan,3.159
89.78,17.57,210.25,8.32,2.95,33.44,50.98,1059.99,108.97,Non-Calcic Brown,Dry,0,Maize,8.73
119.22,30.42,98.02,7.97,0.9,28.86,80.45,3034.81,642.01,Latosols,Wet,0,Cinnamon,1.318
75.6,79.19,222.75,5.34,1.87,28.67,73.61,1068.04,176.85,Alluvial,Dry,0,Cashew,1.304
145.25,71.38,7.01,6.81,1.34,18.02,74.7,3549.14,18.27,Low Humic Gley,Wet,1,Paddy (Mawel),6.117
106.99,20.0,243.45,5.44,2.23,34.18,58.56,1469.59,31.67,Alluvial,Dry,1,Maize,9.25
79.54,34.52,123.4,7.51,3.87,29.36,71.37,1259.3,75.8,Non-Calcic Brown,Dry,0,Cashew,1.062
143.2,47.6,45.5,8.2,3.55,33.81,57.04,1048.81,252.27,Red Básico,Dry,0,Chilli,4.524
105.46,45.58,240.38,4.36,3.64,31.43,55.14,1119.27,226.71,Latosols,Dry,0,Chilli,4.147
36.16,48.24,172.94,4.37,1.57,33.21,60.28,1169.64,80.64,Latosols,Dry,0,Maize,5.289
47.11,47.79,113.37,6.42,1.0,25.93,94.45,3416.67,955.72,Red-Yellow Podzolic,Wet,0,Coconut,6.7
28.11,43.33,42.65,2.0,1.8,34.68,58.29,1138.35,54.45,Non-Calcic Brown,Dry,0,Green Gram,1.698
69.48,26.67,47.19,7.38,2.41,31.97,63.99,1353.84,107.49,Red Básico,Dry,0,Maize,5.164
66.13,37.31,19.07,5.94,2.64,32.94,57.31,1276.15,99.09,Alluvial,Dry,1,Maize,5.009
23.15,51.58,229.57,5.21,1.05,15.9,89.82,3065.67,1769.67,Latosols,Wet,0,Carrots,27.178
66.45,33.06,71.26,5.2,0.12,20.26,86.64,4956.21,2104.41,Red-Yellow Podzolic,Wet,1,Potatoes,34.409
147.28,29.32,62.76,5.36,3.49,33.9,60.1,1253.72,4.85,Non-Calcic Brown,Dry,0,Green Gram,1.662
51.48,36.14,200.83,5.24,2.88,29.79,51.97,862.47,127.85,Non-Calcic Brown,Dry,1,Paddy (Nadu),5.969
63.55,35.84,169.81,7.49,3.27,31.72,65.93,1278.08,264.4,Non-Calcic Brown,Dry,1,Paddy (Samba),6.41
90.06,12.18,44.28,4.2,0.65,22.88,71.89,1621.75,610.4,Red-Yellow Podzolic,Intermediate,1,Maize,5.457
79.33,25.64,121.05,7.44,2.88,33.02,65.97,1417.03,116.3,Non-Calcic Brown,Dry,1,Paddy (Nadu),7.138
113.35,57.96,246.66,6.25,1.3,34.27,72.26,1406.36,81.0,Latosols,Dry,1,Paddy (Nadu),9.634
50.17,29.15,142.88,5.11,0.62,24.48,67.18,1740.32,1123.2,Red-Yellow Podzolic,Intermediate,0,Maize,8.696
21.94,23.35,214.55,6.54,3.05,32.75,74.8,1334.8,103.62,Alluvial,Dry,0,Green Gram,2.532
72.42,30.99,209.8,7.36,1.48,23.98,74.38,1901.35,1088.43,Red-Yellow Podzolic,Intermediate,0,Rubber,1.854
114.69,34.81,56.55,6.25,1.59,27.77,77.66,1650.66,450.34,Immature Brown Loams,Intermediate,1,Paddy (Nadu),6.335
141.03,15.27,124.62,5.02,1.25,22.84,72.96,4239.1,551.44,Red-Yellow Podzolic,Wet,1,Tea,2.281
118.99,9.23,133.64,4.19,3.75,29.11,66.55,917.33,165.13,Non-Calcic Brown,Dry,0,Kurakkan,1.179
97.99,17.95,68.37,6.0,1.98,28.85,58.18,954.9,65.42,Latosols,Dry,1,Paddy (Samba),4.307
62.07,7.12,38.58,4.61,1.53,30.57,62.91,1181.67,28.43,Alluvial,Dry,1,Maize,7.647
97.87,75.14,78.27,5.49,2.64,33.11,63.57,1009.05,130.01,Latosols,Dry,0,Maize,6.31
45.05,45.7,200.76,3.97,0.2,23.6,73.63,3015.85,265.51,Red-Yellow Podzolic,Wet,1,Cinnamon,1.787
88.22,9.35,175.58,4.05,2.3,29.36,56.89,1324.99,114.51,Latosols,Dry,0,Cashew,0.73
144.6,37.02,130.61,4.49,3.38,28.7,62.68,1077.62,298.75,Alluvial,Dry,1,Maize,10.111
52.08,54.25,230.12,5.68,0.63,23.41,93.67,2751.0,171.71,Red-Yellow Podzolic,Wet,1,Rubber,2.506
67.51,70.76,134.24,5.37,1.68,34.7,61.96,907.7,161.28,Non-Calcic Brown,Dry,0,Kurakkan,2.044
84.38,67.15,109.25,4.09,1.09,22.28,83.04,3501.75,1713.77,Red-Yellow Podzolic,Wet,1,Tea,2.583
25.95,11.3,88.19,5.26,1.23,24.42,70.03,1796.09,1079.95,Alluvial,Intermediate,1,Paddy (Nadu),6.49
48.01,7.92,212.71,7.86,3.66,30.98,59.88,1410.31,100.02,Red Básico,Dry,0,Green Gram,2.125
17.84,42.98,218.37,4.8,2.84,30.82,56.1,1335.26,251.65,Alluvial,Dry,0,Chilli,3.233
110.48,46.85,18.87,4.6,0.99,22.91,89.78,4703.69,1217.33,Low Humic Gley,Wet,0,Tea,1.877
26.64,28.39,113.72,4.37,0.05,22.39,92.11,3039.81,187.81,Latosols,Wet,0,Rubber,1.893
133.67,75.92,32.83,7.88,1.46,17.79,75.93,2651.92,937.42,Low Humic Gley,Wet,1,Paddy (Mawel),4.085
59.77,72.48,33.95,5.26,0.12,17.57,72.33,3778.72,2025.95,Red-Yellow Podzolic,Wet,1,Potatoes,22.01
123.68,19.54,62.98,7.92,1.68,28.94,60.86,1866.46,1176.89,Immature Brown Loams,Intermediate,1,Maize,7.761
88.91,65.88,187.9,6.43,1.74,34.71,71.18,1247.12,162.02,Alluvial,Dry,0,Chilli,4.668
72.18,52.58,207.78,5.81,2.61,31.33,58.08,1009.59,78.12,Alluvial,Dry,0,Green Gram,2.139
61.97,57.88,99.31,4.96,1.42,31.63,60.18,1449.35,299.65,Non-Calcic Brown,Dry,1,Paddy (Nadu),6.655
133.57,75.83,29.64,5.08,0.79,23.54,92.87,3901.18,1483.77,Red-Yellow Podzolic,Wet,1,Tea,2.11
107.3,35.1,52.18,5.47,1.45,27.36,90.59,3242.28,788.13,Alluvial,Wet,1,Tea,2.54
98.89,34.04,227.72,8.36,1.57,24.82,76.48,1928.65,989.6,Red-Yellow Podzolic,Intermediate,0,Coconut,7.132
19.3,46.39,30.71,3.91,1.13,29.38,67.12,1258.37,279.73,Alluvial,Dry,0,Chilli,3.952
19.31,76.48,74.05,5.6,3.66,29.84,66.95,1297.19,106.01,Alluvial,Dry,0,Chilli,2.643
35.13,14.34,229.15,4.46,1.19,33.72,60.85,1010.27,24.88,Non-Calcic Brown,Dry,1,Paddy (Samba),5.583
120.64,26.66,99.94,6.75,1.09,22.86,83.3,4232.02,955.32,Low Humic Gley,Wet,0,Coconut,5.91
52.8,32.4,102.25,7.66,0.65,26.89,93.38,3089.11,2100.8,Low Humic Gley,Wet,0,Carrots,20.534
101.01,72.83,25.94,4.82,0.33,22.78,82.61,4562.35,2016.23,Latosols,Wet,0,Tea,2.245
71.43,22.56,105.91,7.17,1.35,25.66,75.97,4240.58,260.86,Alluvial,Wet,1,Paddy (Mawel),4.755
24.05,16.12,177.0,7.21,0.35,24.05,79.6,3179.82,1615.13,Red-Yellow Podzolic,Wet,0,Potatoes,25.931
15.12,18.98,187.96,5.33,0.52,21.04,92.41,4674.5,1839.22,Low Humic Gley,Wet,1,Strawberries,14.655
54.39,45.46,174.28,5.78,3.14,31.03,74.23,1249.31,41.29,Alluvial,Dry,1,Paddy (Nadu),7.574
86.9,5.1,84.34,4.83,0.67,22.18,74.95,2064.85,700.16,Alluvial,Intermediate,1,Coconut,8.128
